县名,規範碼,舊規範碼,地名分類,緯度,經度,行政區,屬,BEG,END,年代,朝代
成樂,PL000000006296,CN0150123Z01AA,中研院歷史地名 ,40.4752,111.7773,中國-內蒙古自治區-呼和浩特市-和林格爾縣,并州刺史部,24,220,（24 ~ 220）,东汉
武進,PL000000006300,CN0150123Z05AA,中研院歷史地名 ,40.4668,112.1198,中國-內蒙古自治區-呼和浩特市-和林格爾縣,并州刺史部,24,220,（24 ~ 220）,东汉
箕陵,PL000000006324,CN0150124Z01AA,中研院歷史地名 ,40.0723,111.4168,中國-內蒙古自治區-呼和浩特市-清水河縣,并州刺史部,24,220,（24 ~ 220）,东汉
武成,PL000000006328,CN0150124Z05AA,中研院歷史地名 ,39.9378,111.6804,中國-內蒙古自治區-呼和浩特市-清水河縣,并州刺史部,24,220,（24 ~ 220）,东汉
桐過,PL000000006329,CN0150124Z06AA,中研院歷史地名 ,39.9196,111.4726,中國-內蒙古自治區-呼和浩特市-清水河縣,并州刺史部,24,220,（24 ~ 220）,东汉
駱縣,PL000000006333,CN0150124Z10AA,中研院歷史地名 ,39.7851,111.5906,中國-內蒙古自治區-呼和浩特市-清水河縣,并州刺史部,24,220,（24 ~ 220）,东汉
九原,PL000000006349,CN0150203Z01AA,中研院歷史地名 ,40.6337,109.7665,中國-內蒙古自治區-包頭市-昆都侖區,并州刺史部,24,220,（24 ~ 220）,东汉
宜梁,PL000000006361,CN0150207Z06AA,中研院歷史地名 ,40.6084,109.4825,中國-內蒙古自治區-包頭市-九原區,并州刺史部,24,220,（24 ~ 220）,东汉
臨沃,PL000000006363,CN0150207Z08AA,中研院歷史地名 ,40.5805,109.85,中國-內蒙古自治區-包頭市-九原區,并州刺史部,24,220,（24 ~ 220）,东汉
咸陽,PL000000006375,CN0150221Z03AA,中研院歷史地名 ,40.557,110.6926,中國-內蒙古自治區-包頭市-土默特右旗,并州刺史部,24,220,（24 ~ 220）,东汉
河陰,PL000000006576,CN0150621Z01AA,中研院歷史地名 ,40.4847,109.6796,中國-內蒙古自治區-鄂爾多斯市-達拉特旗,并州刺史部,24,220,（24 ~ 220）,东汉
曼柏,PL000000006582,CN0150621Z07AA,中研院歷史地名 ,40.023,110.5498,中國-內蒙古自治區-鄂爾多斯市-達拉特旗,并州刺史部,24,220,（24 ~ 220）,东汉
沙南,PL000000006597,CN0150622Z11AA,中研院歷史地名 ,40.0446,111.3588,中國-內蒙古自治區-鄂爾多斯市-准格爾旗,并州刺史部,24,220,（24 ~ 220）,东汉
美稷,PL000000006601,CN0150622Z15AA,中研院歷史地名 ,39.7664,110.8016,中國-內蒙古自治區-鄂爾多斯市-准格爾旗,并州刺史部,24,220,（24 ~ 220）,东汉
廣衍,PL000000006609,CN0150622Z23AA,中研院歷史地名 ,39.4786,110.5084,中國-內蒙古自治區-鄂爾多斯市-准格爾旗,并州刺史部,24,220,（24 ~ 220）,东汉
楨林,PL000000006612,CN0150622Z26AA,中研院歷史地名 ,39.4061,110.583,中國-內蒙古自治區-鄂爾多斯市-准格爾旗,并州刺史部,24,220,（24 ~ 220）,东汉
平定,PL000000006614,CN0150622Z28AA,中研院歷史地名 ,39.3448,110.6029,中國-內蒙古自治區-鄂爾多斯市-准格爾旗,并州刺史部,24,220,（24 ~ 220）,东汉
朔方,PL000000006650,CN0150625Z04AA,中研院歷史地名 ,40.5757,108.7221,中國-內蒙古自治區-鄂爾多斯市-杭錦旗,并州刺史部,24,220,（24 ~ 220）,东汉
大城,PL000000006667,CN0150625Z21AA,中研院歷史地名 ,39.5725,108.9699,中國-內蒙古自治區-鄂爾多斯市-杭錦旗,并州刺史部,24,220,（24 ~ 220）,东汉
奢延,PL000000006693,CN0150626Z18AA,中研院歷史地名 ,37.772,108.6219,中國-內蒙古自治區-鄂爾多斯市-烏審旗,并州刺史部,24,220,（24 ~ 220）,东汉
沃野,PL000000006787,CN0150802Z07AA,中研院歷史地名 ,40.6316,107.1903,中國-內蒙古自治區-巴彥淖爾市-臨河區,并州刺史部,24,220,（24 ~ 220）,东汉
三封,PL000000006796,CN0150822Z06AA,中研院歷史地名 ,40.4141,106.5195,中國-內蒙古自治區-巴彥淖爾市-磴口縣,并州刺史部,24,220,（24 ~ 220）,东汉
臨戒,PL000000006799,CN0150822Z09AA,中研院歷史地名 ,40.4127,107.0246,中國-內蒙古自治區-巴彥淖爾市-磴口縣,并州刺史部,24,220,（24 ~ 220）,东汉
廣牧,PL000000006814,CN0150823Z13AA,中研院歷史地名 ,40.8585,108.2328,中國-內蒙古自治區-巴彥淖爾市-烏拉特前旗,并州刺史部,24,220,（24 ~ 220）,东汉
西安陽,PL000000006821,CN0150823Z20AA,中研院歷史地名 ,40.6567,109.0372,中國-內蒙古自治區-巴彥淖爾市-烏拉特前旗,并州刺史部,24,220,（24 ~ 220）,东汉
成宜,PL000000006823,CN0150823Z22AA,中研院歷史地名 ,40.6553,109.2684,中國-內蒙古自治區-巴彥淖爾市-烏拉特前旗,并州刺史部,24,220,（24 ~ 220）,东汉
強陰,PL000000006887,CN0150925Z07AA,中研院歷史地名 ,40.5117,112.8198,中國-內蒙古自治區-烏蘭察布市-涼城縣,并州刺史部,24,220,（24 ~ 220）,东汉
居延,PL000000007044,CN0152923Z05AA,中研院歷史地名 ,41.8684,101.1532,中國-內蒙古自治區-阿拉善盟-額濟納旗,涼州刺史部,24,220,（24 ~ 220）,东汉
候城,PL000000007094,CN0210112Z05AA,中研院歷史地名 ,41.7399,123.5678,中國-遼寧省-瀋陽市-東陵區,幽州刺史部,24,220,（24 ~ 220）,东汉
高句驪,PL000000007098,CN0210112Z09AA,中研院歷史地名 ,41.8097,123.6386,中國-遼寧省-瀋陽市-東陵區,幽州刺史部,24,220,（24 ~ 220）,东汉
遼陽,PL000000007123,CN0210122Z04AA,中研院歷史地名 ,41.5121,122.8946,中國-遼寧省-瀋陽市-遼中縣,幽州刺史部,24,220,（24 ~ 220）,东汉
望平,PL000000007155,CN0210181Z16AA,中研院歷史地名 ,41.8221,122.9107,中國-遼寧省-瀋陽市-新民市,幽州刺史部,24,220,（24 ~ 220）,东汉
沓氏,PL000000007166,CN0210211Z06AA,中研院歷史地名 ,39.0233,121.7098,中國-遼寧省-大連市-甘井子區,幽州刺史部,24,220,（24 ~ 220）,东汉
險瀆,PL000000007241,CN0210321Z04AA,中研院歷史地名 ,41.3482,122.5378,中國-遼寧省-鞍山市-台安縣,幽州刺史部,24,220,（24 ~ 220）,东汉
遼隊,PL000000007253,CN0210381Z01AA,中研院歷史地名 ,41.1425,122.6432,中國-遼寧省-鞍山市-海城市,幽州刺史部,24,220,（24 ~ 220）,东汉
新昌,PL000000007264,CN0210381Z12AA,中研院歷史地名 ,40.94,122.8773,中國-遼寧省-鞍山市-海城市,幽州刺史部,24,220,（24 ~ 220）,东汉
安市,PL000000007270,CN0210381Z18AA,中研院歷史地名 ,40.7783,122.7905,中國-遼寧省-鞍山市-海城市,幽州刺史部,24,220,（24 ~ 220）,东汉
西安平,PL000000007347,CN0210604Z07AA,中研院歷史地名 ,40.2123,124.4773,中國-遼寧省-丹東市-振安區,幽州刺史部,24,220,（24 ~ 220）,东汉
徒河,PL000000007415,CN0210703Z09AA,中研院歷史地名 ,41.1117,121.1454,中國-遼寧省-錦州市-淩河區,幽州刺史部,24,220,（24 ~ 220）,东汉
昌黎,PL000000007461,CN0210727Z26AA,中研院歷史地名 ,41.5382,121.2532,中國-遼寧省-錦州市-義縣,幽州刺史部,24,220,（24 ~ 220）,东汉
陽樂,PL000000007467,CN0210727Z32AA,中研院歷史地名 ,41.5015,120.9486,中國-遼寧省-錦州市-義縣,幽州刺史部,24,220,（24 ~ 220）,东汉
賓徒,PL000000007499,CN0210781Z07AA,中研院歷史地名 ,41.2481,121.1986,中國-遼寧省-錦州市-淩海市,幽州刺史部,24,220,（24 ~ 220）,东汉
無慮,PL000000007536,CN0210782Z18AA,中研院歷史地名 ,41.4869,121.8535,中國-遼寧省-錦州市-北鎮市,幽州刺史部,24,220,（24 ~ 220）,东汉
平郭,PL000000007560,CN0210881Z12AA,中研院歷史地名 ,40.1881,122.1339,中國-遼寧省-營口市-蓋州市,幽州刺史部,24,220,（24 ~ 220）,东汉
汶縣,PL000000007576,CN0210882Z09AA,中研院歷史地名 ,40.5582,122.6358,中國-遼寧省-營口市-大石橋市,幽州刺史部,24,220,（24 ~ 220）,东汉
襄平,PL000000007631,CN0211002Z17AA,中研院歷史地名 ,41.2645,123.1782,中國-遼寧省-遼陽市-白塔區,幽州刺史部,24,220,（24 ~ 220）,东汉
高顯,PL000000007692,CN0211202Z06AA,中研院歷史地名 ,42.2941,123.8582,中國-遼寧省-鐵嶺市-銀州區,幽州刺史部,24,220,（24 ~ 220）,东汉
江乘,PL000000009054,CN0320113Z04AA,中研院歷史地名 ,32.1577,119.0494,中國-江蘇省-南京市-棲霞區,揚州刺史部,24,220,（24 ~ 220）,东汉
湖熟,PL000000009229,CN0320115Z06AA,中研院歷史地名 ,31.889,118.9734,中國-江蘇省-南京市-江寧區,揚州刺史部,24,220,（24 ~ 220）,东汉
秣陵,PL000000009243,CN0320115Z20AA,中研院歷史地名 ,31.8346,118.8392,中國-江蘇省-南京市-江寧區,揚州刺史部,24,220,（24 ~ 220）,东汉
丹陽,PL000000009254,CN0320115Z31AA,中研院歷史地名 ,31.6442,118.722,中國-江蘇省-南京市-江寧區,揚州刺史部,24,220,（24 ~ 220）,东汉
堂邑,PL000000009273,CN0320116Z04AA,中研院歷史地名 ,32.4318,118.8046,中國-江蘇省-南京市-六合區,徐州刺史部,24,220,（24 ~ 220）,东汉
溧陽,PL000000009327,CN0320125Z01AA,中研院歷史地名 ,31.3281,118.9889,中國-江蘇省-南京市-高淳縣,揚州刺史部,24,220,（24 ~ 220）,东汉
無錫,PL000000009357,CN0320202Z09AA,中研院歷史地名 ,31.5733,120.3066,中國-江蘇省-無錫市-崇安區,揚州刺史部,24,220,（24 ~ 220）,东汉
陽羨,PL000000009480,CN0320282Z24AA,中研院歷史地名 ,31.3365,119.8011,中國-江蘇省-無錫市-宜興市,揚州刺史部,24,220,（24 ~ 220）,东汉
彭城,PL000000009527,CN0320303Z17AA,中研院歷史地名 ,34.2686,117.1969,中國-江蘇省-徐州市-雲龍區,徐州刺史部,24,220,（24 ~ 220）,东汉
豐縣,PL000000009554,CN0320321Z10AA,中研院歷史地名 ,34.7027,116.5934,中國-江蘇省-徐州市-豐縣,豫州刺史部,24,220,（24 ~ 220）,东汉
沛縣,PL000000009570,CN0320322Z12AA,中研院歷史地名 ,34.737,116.9362,中國-江蘇省-徐州市-沛縣,豫州刺史部,24,220,（24 ~ 220）,东汉
廣戚,PL000000009580,CN0320322Z22AA,中研院歷史地名 ,34.7073,117.0564,中國-江蘇省-徐州市-沛縣,徐州刺史部,24,220,（24 ~ 220）,东汉
留縣,PL000000009587,CN0320322Z29AA,中研院歷史地名 ,34.596,117.1241,中國-江蘇省-徐州市-沛縣,徐州刺史部,24,220,（24 ~ 220）,东汉
呂縣,PL000000009610,CN0320323Z14AA,中研院歷史地名 ,34.1738,117.4589,中國-江蘇省-徐州市-銅山縣,徐州刺史部,24,220,（24 ~ 220）,东汉
下邳,PL000000009636,CN0320324Z15AA,中研院歷史地名 ,34.1225,117.912,中國-江蘇省-徐州市-睢寧縣,徐州刺史部,24,220,（24 ~ 220）,东汉
良成,PL000000009666,CN0320381Z06AA,中研院歷史地名 ,34.3009,118.0516,中國-江蘇省-徐州市-新沂市,徐州刺史部,24,220,（24 ~ 220）,东汉
司吾,PL000000009670,CN0320381Z10AA,中研院歷史地名 ,34.1922,118.3539,中國-江蘇省-徐州市-新沂市,徐州刺史部,24,220,（24 ~ 220）,东汉
武原,PL000000009684,CN0320382Z04AA,中研院歷史地名 ,34.479,117.8373,中國-江蘇省-徐州市-邳州市,徐州刺史部,24,220,（24 ~ 220）,东汉
毗陵,PL000000009744,CN0320402Z25AA,中研院歷史地名 ,31.7815,119.9613,中國-江蘇省-常州市-天寧區,揚州刺史部,24,220,（24 ~ 220）,东汉
吳縣,PL000000009999,CN0320504Z10AA,中研院歷史地名 ,31.3114,120.6276,中國-江蘇省-蘇州市-金閶區,揚州刺史部,24,220,（24 ~ 220）,东汉
婁縣,PL000000010189,CN0320583Z03AA,中研院歷史地名 ,31.428,120.9896,中國-江蘇省-蘇州市-昆山市,揚州刺史部,24,220,（24 ~ 220）,东汉
朐縣,PL000000010418,CN0320706Z15AA,中研院歷史地名 ,34.5512,119.1391,中國-江蘇省-連雲港市-海州區,徐州刺史部,24,220,（24 ~ 220）,东汉
贛榆,PL000000010428,CN0320721Z02AA,中研院歷史地名 ,34.9878,119.1849,中國-江蘇省-連雲港市-贛榆縣,徐州刺史部,24,220,（24 ~ 220）,东汉
祝其,PL000000010432,CN0320721Z06AA,中研院歷史地名 ,34.9382,118.8817,中國-江蘇省-連雲港市-贛榆縣,徐州刺史部,24,220,（24 ~ 220）,东汉
利城,PL000000010448,CN0320721Z22AA,中研院歷史地名 ,34.857,118.8074,中國-江蘇省-連雲港市-贛榆縣,徐州刺史部,24,220,（24 ~ 220）,东汉
厚丘,PL000000010462,CN0320722Z11AA,中研院歷史地名 ,34.3445,118.7749,中國-江蘇省-連雲港市-東海縣,徐州刺史部,24,220,（24 ~ 220）,东汉
海西,PL000000010480,CN0320724Z07AA,中研院歷史地名 ,34.0573,119.4011,中國-江蘇省-連雲港市-灌南縣,徐州刺史部,24,220,（24 ~ 220）,东汉
淮陰,PL000000010538,CN0320804Z13AA,中研院歷史地名 ,33.5457,118.959,中國-江蘇省-淮安市-淮陰區,徐州刺史部,24,220,（24 ~ 220）,东汉
淮浦,PL000000010593,CN0320826Z21AA,中研院歷史地名 ,33.7643,119.2331,中國-江蘇省-淮安市-漣水縣,徐州刺史部,24,220,（24 ~ 220）,东汉
盱台,PL000000010606,CN0320829Z10AA,中研院歷史地名 ,33.1077,118.5574,中國-江蘇省-淮安市-洪澤縣,徐州刺史部,24,220,（24 ~ 220）,东汉
東陽,PL000000010642,CN0320830Z28AA,中研院歷史地名 ,32.9633,118.8284,中國-江蘇省-淮安市-盱眙縣,徐州刺史部,24,220,（24 ~ 220）,东汉
平安,PL000000010659,CN0320831Z01AA,中研院歷史地名 ,33.1376,119.2916,中國-江蘇省-淮安市-金湖縣,徐州刺史部,24,220,（24 ~ 220）,东汉
鹽瀆,PL000000010678,CN0320902Z11AA,中研院歷史地名 ,33.3839,120.1429,中國-江蘇省-鹽城市-亭湖區,徐州刺史部,24,220,（24 ~ 220）,东汉
廣陵,PL000000010836,CN0321011Z04AA,中研院歷史地名 ,32.4474,119.4051,中國-江蘇省-揚州市-維揚區,徐州刺史部,24,220,（24 ~ 220）,东汉
射陽,PL000000010851,CN0321023Z05AA,中研院歷史地名 ,33.3137,119.6109,中國-江蘇省-揚州市-寶應縣,徐州刺史部,24,220,（24 ~ 220）,东汉
輿國,PL000000010878,CN0321081Z08AA,中研院歷史地名 ,32.3658,119.1806,中國-江蘇省-揚州市-儀征市,徐州刺史部,24,220,（24 ~ 220）,东汉
江都,PL000000010892,CN0321081Z22AA,中研院歷史地名 ,32.2482,119.3335,中國-江蘇省-揚州市-儀征市,徐州刺史部,24,220,（24 ~ 220）,东汉
高郵,PL000000010930,CN0321084Z26AA,中研院歷史地名 ,32.7895,119.4464,中國-江蘇省-揚州市-高郵市,徐州刺史部,24,220,（24 ~ 220）,东汉
丹徒,PL000000010991,CN0321102Z17AA,中研院歷史地名 ,32.1684,119.5446,中國-江蘇省-鎮江市-京口區,揚州刺史部,24,220,（24 ~ 220）,东汉
曲阿,PL000000011050,CN0321181Z13AA,中研院歷史地名 ,31.9945,119.5789,中國-江蘇省-鎮江市-丹陽市,揚州刺史部,24,220,（24 ~ 220）,东汉
句容,PL000000011100,CN0321183Z18AA,中研院歷史地名 ,31.9453,119.1717,中國-江蘇省-鎮江市-句容市,揚州刺史部,24,220,（24 ~ 220）,东汉
海陵,PL000000011132,CN0321202Z13AA,中研院歷史地名 ,32.4946,119.9203,中國-江蘇省-泰州市-海陵區,徐州刺史部,24,220,（24 ~ 220）,东汉
下相,PL000000011204,CN0321302Z05AA,中研院歷史地名 ,33.9425,118.2599,中國-江蘇省-宿遷市-宿城區,徐州刺史部,24,220,（24 ~ 220）,东汉
曲陽,PL000000011237,CN0321322Z12AA,中研院歷史地名 ,34.0994,118.965,中國-江蘇省-宿遷市-沭陽縣,徐州刺史部,24,220,（24 ~ 220）,东汉
淩縣,PL000000011256,CN0321323Z12AA,中研院歷史地名 ,33.7582,118.633,中國-江蘇省-宿遷市-泗陽縣,徐州刺史部,24,220,（24 ~ 220）,东汉
徐縣,PL000000011281,CN0321324Z11AA,中研院歷史地名 ,33.3235,118.2595,中國-江蘇省-宿遷市-泗洪縣,徐州刺史部,24,220,（24 ~ 220）,东汉
睢陵,PL000000011289,CN0321324Z19AA,中研院歷史地名 ,33.2462,118.4517,中國-江蘇省-宿遷市-泗洪縣,徐州刺史部,24,220,（24 ~ 220）,东汉
錢唐,PL000000011689,CN0330106Z02AA,中研院歷史地名 ,30.239,120.1073,中國-浙江省-杭州市-西湖區,揚州刺史部,24,220,（24 ~ 220）,东汉
餘暨,PL000000011740,CN0330109Z26AA,中研院歷史地名 ,30.1601,120.2678,中國-浙江省-杭州市-蕭山區,揚州刺史部,24,220,（24 ~ 220）,东汉
餘杭,PL000000011886,CN0330110Z20AA,中研院歷史地名 ,30.2657,119.9398,中國-浙江省-杭州市-餘杭區,揚州刺史部,24,220,（24 ~ 220）,东汉
富春,PL000000012052,CN0330183Z01AA,中研院歷史地名 ,30.0773,119.9559,中國-浙江省-杭州市-富陽市,揚州刺史部,24,220,（24 ~ 220）,东汉
於潛,PL000000012123,CN0330185Z14AA,中研院歷史地名 ,30.2038,119.4185,中國-浙江省-杭州市-臨安市,揚州刺史部,24,220,（24 ~ 220）,东汉
鄮縣,PL000000012337,CN0330212Z03AA,中研院歷史地名 ,29.8826,121.6634,中國-浙江省-寧波市-鄞州區,揚州刺史部,24,220,（24 ~ 220）,东汉
餘姚,PL000000012423,CN0330281Z10AA,中研院歷史地名 ,30.0477,121.1616,中國-浙江省-寧波市-餘姚市,揚州刺史部,24,220,（24 ~ 220）,东汉
句章,PL000000012428,CN0330281Z15AA,中研院歷史地名 ,29.9345,121.3604,中國-浙江省-寧波市-餘姚市,揚州刺史部,24,220,（24 ~ 220）,东汉
鄞縣,PL000000012482,CN0330283Z13AA,中研院歷史地名 ,29.649,121.5464,中國-浙江省-寧波市-奉化市,揚州刺史部,24,220,（24 ~ 220）,东汉
永寧,PL000000012525,CN0330302Z16AA,中研院歷史地名 ,28.0169,120.6619,中國-浙江省-溫州市-鹿城區,揚州刺史部,24,220,（24 ~ 220）,东汉
由拳,PL000000012754,CN0330402Z20AA,中研院歷史地名 ,30.7178,120.7686,中國-浙江省-嘉興市-南湖區(**),揚州刺史部,24,220,（24 ~ 220）,东汉
海鹽,PL000000012888,CN0330482Z09AA,中研院歷史地名 ,30.6996,121.0646,中國-浙江省-嘉興市-平湖市,揚州刺史部,24,220,（24 ~ 220）,东汉
烏程,PL000000013022,CN0330502Z29AA,中研院歷史地名 ,30.7717,120.0801,中國-浙江省-湖州市-吳興區,揚州刺史部,24,220,（24 ~ 220）,东汉
故鄣,PL000000013129,CN0330523Z03AA,中研院歷史地名 ,30.75,119.6537,中國-浙江省-湖州市-安吉縣,揚州刺史部,24,220,（24 ~ 220）,东汉
山陰,PL000000013247,CN0330602Z09AA,中研院歷史地名 ,30.0031,120.5871,中國-浙江省-紹興市-越城區,揚州刺史部,24,220,（24 ~ 220）,东汉
諸暨,PL000000013382,CN0330681Z17AA,中研院歷史地名 ,29.7118,120.2365,中國-浙江省-紹興市-諸暨市,揚州刺史部,24,220,（24 ~ 220）,东汉
上虞,PL000000013419,CN0330682Z16AA,中研院歷史地名 ,30.0159,120.8856,中國-浙江省-紹興市-上虞市,揚州刺史部,24,220,（24 ~ 220）,东汉
剡縣,PL000000013479,CN0330683Z17AA,中研院歷史地名 ,29.5714,120.733,中國-浙江省-紹興市-嵊州市,揚州刺史部,24,220,（24 ~ 220）,东汉
烏傷,PL000000013599,CN0330782Z13AA,中研院歷史地名 ,29.2987,120.0804,中國-浙江省-金華市-義烏市,揚州刺史部,24,220,（24 ~ 220）,东汉
大末,PL000000013718,CN0330825Z08AA,中研院歷史地名 ,29.0341,119.1924,中國-浙江省-衢州市-龍游縣,揚州刺史部,24,220,（24 ~ 220）,东汉
章安,PL000000014324,CN0331002Z11AA,中研院歷史地名 ,28.7073,121.4205,中國-浙江省-台州市-椒江區,揚州刺史部,24,220,（24 ~ 220）,东汉
合肥,PL000000015073,CN0340103Z23AA,中研院歷史地名 ,31.8633,117.2854,中國-安徽省-合肥市-廬陽區,揚州刺史部,24,220,（24 ~ 220）,东汉
浚遒,PL000000015095,CN0340122Z12AA,中研院歷史地名 ,31.9035,117.5635,中國-安徽省-合肥市-肥東縣,揚州刺史部,24,220,（24 ~ 220）,东汉
蕪湖,PL000000015135,CN0340221Z02AA,中研院歷史地名 ,31.3296,118.5294,中國-安徽省-蕪湖市-蕪湖縣,揚州刺史部,24,220,（24 ~ 220）,东汉
龍亢,PL000000015194,CN0340321Z01AA,中研院歷史地名 ,33.1513,116.9057,中國-安徽省-蚌埠市-懷遠縣,豫州刺史部,24,220,（24 ~ 220）,东汉
向縣,PL000000015201,CN0340321Z08AA,中研院歷史地名 ,33.1171,117.0861,中國-安徽省-蚌埠市-懷遠縣,豫州刺史部,24,220,（24 ~ 220）,东汉
義成,PL000000015206,CN0340321Z13AA,中研院歷史地名 ,32.9995,117.2366,中國-安徽省-蚌埠市-懷遠縣,揚州刺史部,24,220,（24 ~ 220）,东汉
平阿,PL000000015215,CN0340321Z22AA,中研院歷史地名 ,32.9017,116.96,中國-安徽省-蚌埠市-懷遠縣,揚州刺史部,24,220,（24 ~ 220）,东汉
當塗,PL000000015218,CN0340321Z25AA,中研院歷史地名 ,32.861,117.2338,中國-安徽省-蚌埠市-懷遠縣,揚州刺史部,24,220,（24 ~ 220）,东汉
虹縣,PL000000015228,CN0340322Z03AA,中研院歷史地名 ,33.2128,117.7333,中國-安徽省-蚌埠市-五河縣,豫州刺史部,24,220,（24 ~ 220）,东汉
洨縣,PL000000015243,CN0340323Z07AA,中研院歷史地名 ,33.3081,117.5656,中國-安徽省-蚌埠市-固鎮縣,豫州刺史部,24,220,（24 ~ 220）,东汉
西曲陽,PL000000015258,CN0340402Z07AA,中研院歷史地名 ,32.646,117.135,中國-安徽省-淮南市-大通區,揚州刺史部,24,220,（24 ~ 220）,东汉
下蔡,PL000000015270,CN0340421Z07AA,中研院歷史地名 ,32.7145,116.7394,中國-安徽省-淮南市-鳳台縣,揚州刺史部,24,220,（24 ~ 220）,东汉
石城,PL000000015291,CN0340504Z07AA,中研院歷史地名 ,31.6693,118.5928,中國-安徽省-馬鞍山市-雨山區,揚州刺史部,24,220,（24 ~ 220）,东汉
相縣,PL000000015349,CN0340621Z03AA,中研院歷史地名 ,33.9961,116.6625,中國-安徽省-淮北市-濉溪縣,豫州刺史部,24,220,（24 ~ 220）,东汉
鄚縣,PL000000015369,CN0340621Z23AA,中研院歷史地名 ,33.608,116.7305,中國-安徽省-淮北市-濉溪縣,豫州刺史部,24,220,（24 ~ 220）,东汉
皖縣,PL000000015487,CN0340824Z21AA,中研院歷史地名 ,30.6293,116.576,中國-安徽省-安慶市-潛山縣,揚州刺史部,24,220,（24 ~ 220）,东汉
居巢,PL000000015596,CN0340881Z27AA,中研院歷史地名 ,30.8071,116.9633,中國-安徽省-安慶市-桐城市,揚州刺史部,24,220,（24 ~ 220）,东汉
陵陽,PL000000015612,CN0341003Z04AA,中研院歷史地名 ,30.3361,117.996,中國-安徽省-黃山市-黃山區,揚州刺史部,24,220,（24 ~ 220）,东汉
歙縣,PL000000015660,CN0341021Z20AA,中研院歷史地名 ,29.8645,118.4427,中國-安徽省-黃山市-歙縣,揚州刺史部,24,220,（24 ~ 220）,东汉
黟縣,PL000000015686,CN0341023Z05AA,中研院歷史地名 ,29.9398,117.9772,中國-安徽省-黃山市-黟縣,揚州刺史部,24,220,（24 ~ 220）,东汉
全椒,PL000000015757,CN0341124Z09AA,中研院歷史地名 ,32.0972,118.2734,中國-安徽省-滁州市-全椒縣,揚州刺史部,24,220,（24 ~ 220）,东汉
阜陵,PL000000015761,CN0341124Z13AA,中研院歷史地名 ,32.0389,118.31,中國-安徽省-滁州市-全椒縣,揚州刺史部,24,220,（24 ~ 220）,东汉
陰陵,PL000000015771,CN0341125Z02AA,中研院歷史地名 ,32.6539,117.4372,中國-安徽省-滁州市-定遠縣,揚州刺史部,24,220,（24 ~ 220）,东汉
東城,PL000000015793,CN0341125Z24AA,中研院歷史地名 ,32.4553,117.8893,中國-安徽省-滁州市-定遠縣,徐州刺史部,24,220,（24 ~ 220）,东汉
鍾離,PL000000015811,CN0341126Z07AA,中研院歷史地名 ,32.8963,117.6722,中國-安徽省-滁州市-鳳陽縣,揚州刺史部,24,220,（24 ~ 220）,东汉
淮陵,PL000000015862,CN0341182Z01AA,中研院歷史地名 ,33.0564,118.1501,中國-安徽省-滁州市-明光市,徐州刺史部,24,220,（24 ~ 220）,东汉
汝陰,PL000000015897,CN0341204Z17AA,中研院歷史地名 ,32.9021,115.818,中國-安徽省-阜陽市-潁泉區,豫州刺史部,24,220,（24 ~ 220）,东汉
細陽,PL000000015901,CN0341204Z21AA,中研院歷史地名 ,33.1061,115.8167,中國-安徽省-阜陽市-潁泉區,豫州刺史部,24,220,（24 ~ 220）,东汉
鮦陽,PL000000015905,CN0341221Z01AA,中研院歷史地名 ,33.0987,114.9929,中國-安徽省-阜陽市-臨泉縣,豫州刺史部,24,220,（24 ~ 220）,东汉
固始,PL000000015921,CN0341221Z17AA,中研院歷史地名 ,33.0704,115.2651,中國-安徽省-阜陽市-臨泉縣,豫州刺史部,24,220,（24 ~ 220）,东汉
宋國,PL000000015933,CN0341222Z04AA,中研院歷史地名 ,33.4197,115.5891,中國-安徽省-阜陽市-太和縣,豫州刺史部,24,220,（24 ~ 220）,东汉
原鹿,PL000000015950,CN0341225Z06AA,中研院歷史地名 ,32.5739,115.5795,中國-安徽省-阜陽市-阜南縣,豫州刺史部,24,220,（24 ~ 220）,东汉
富波,PL000000015952,CN0341225Z08AA,中研院歷史地名 ,32.5543,115.7727,中國-安徽省-阜陽市-阜南縣,豫州刺史部,24,220,（24 ~ 220）,东汉
慎縣,PL000000015955,CN0341226Z01AA,中研院歷史地名 ,32.798,116.2163,中國-安徽省-阜陽市-潁上縣,豫州刺史部,24,220,（24 ~ 220）,东汉
新陽,PL000000015976,CN0341282Z02AA,中研院歷史地名 ,33.4339,115.3877,中國-安徽省-阜陽市-界首市,豫州刺史部,24,220,（24 ~ 220）,东汉
蘄縣,PL000000015991,CN0341302Z08AA,中研院歷史地名 ,33.4553,117.0432,中國-安徽省-宿州市-埇橋區,豫州刺史部,24,220,（24 ~ 220）,东汉
符離,PL000000015996,CN0341302Z13AA,中研院歷史地名 ,33.6961,117.1255,中國-安徽省-宿州市-埇橋區,豫州刺史部,24,220,（24 ~ 220）,东汉
竹邑,PL000000016014,CN0341302Z31AA,中研院歷史地名 ,33.7347,116.9795,中國-安徽省-宿州市-埇橋區,豫州刺史部,24,220,（24 ~ 220）,东汉
菑丘,PL000000016026,CN0341302Z43AA,中研院歷史地名 ,33.8738,117.0442,中國-安徽省-宿州市-埇橋區,徐州刺史部,24,220,（24 ~ 220）,东汉
下邑,PL000000016040,CN0341321Z11AA,中研院歷史地名 ,34.4269,116.3494,中國-安徽省-宿州市-碭山縣,豫州刺史部,24,220,（24 ~ 220）,东汉
