,mdb_id,sys_id,nm_py,nm_simp,nm_trad,x_coord,y_coord,pres_loc,type_py,type_simp,level,beg_yr,beg_rule,beg_type,end_yr,end_rule,end_type,note_id,obj_type,geo_src,compiler,geo_comp,checker,entry_date,filename,parent_counts
786,110724,hvd_110724,Andong Duhufu,安东都护府,安東都護府,123.45263,41.11506,辽宁省辽阳市,Duhufu,都护府,1.0,676,4.0,治所迁移,676,4.0,治所迁移,0,POINT,,,,,2011/6/30,,1
787,110725,hvd_110725,Xiong Zhou,雄州,雄州,101.96911999999999,38.24665,甘肃省永昌县,Zhou,州,1.0,670,4.0,新建,678,4.0,撤销,0,POINT,,,,,2011/6/30,,1
788,110726,hvd_110726,Jiao Zhou,交州,交州,105.85,21.034000000000002,越南河内市,Zhou,州,1.0,622,4.0,更名,678,4.0,更名,0,POINT,,,,,2011/6/30,,1
789,110728,hvd_110728,Gui Zhou,桂州,桂州,110.28626000000001,25.28006,广西桂林市,Zhou,州,1.0,621,4.0,更名,681,4.0,降级,0,POINT,,,,,2011/6/30,,1
790,110729,hvd_110729,He Zhou,贺州,賀州,111.65885,24.33682,广西贺州市东南贺街,Zhou,州,1.0,621,4.0,新建,681,4.0,降级,0,POINT,,,,,2011/6/30,,1
791,110730,hvd_110730,Huan Zhou,环州,環州,108.23782,24.83764,广西环江县西北大环江北岸,Zhou,州,1.0,638,4.0,新建,681,4.0,降级,0,POINT,,,,,2011/6/30,,1
792,110731,hvd_110731,Yan Zhou,严州,嚴州,109.27638,23.68131,广西来宾市东南旧来宾,Zhou,州,1.0,666,4.0,新建,681,4.0,降级,0,POINT,,,,,2011/6/30,,1
793,110732,hvd_110732,Liu Zhou,柳州,柳州,109.4044,24.30999,广西柳州市,Zhou,州,1.0,634,4.0,更名,681,4.0,降级,0,POINT,,,,,2011/6/30,,1
794,110733,hvd_110733,Meng Zhou,蒙州,蒙州,110.57576999999999,24.115029999999997,广西蒙山县东南蒙江南岸,Zhou,州,1.0,634,4.0,更名,681,4.0,降级,0,POINT,,,,,2011/6/30,,1
795,110734,hvd_110734,Zhao Zhou,昭州,昭州,110.63486999999999,24.64235,广西平乐县西平乐溪北岸,Zhou,州,1.0,634,4.0,更名,681,4.0,降级,0,POINT,,,,,2011/6/30,,1
796,110735,hvd_110735,Gong Zhou,龚州,龔州,110.39473999999998,23.549979999999998,广西平南县,Zhou,州,1.0,633,4.0,更名,681,4.0,降级,0,POINT,,,,,2011/6/30,,1
797,110736,hvd_110736,Sitang Zhou,思唐州,思唐州,123.45263,41.11506,广西平南县西北寺堂,Zhou,州,1.0,681,4.0,新建,681,4.0,降级,0,POINT,,,,,2011/6/30,,1
798,110737,hvd_110737,Rong Zhou,融州,融州,109.24853999999999,25.06544,广西融水苗族自治县,Zhou,州,1.0,621,4.0,新建,681,4.0,降级,0,POINT,,,,,2011/6/30,,1
799,110738,hvd_110738,Wu Zhou,梧州,梧州,111.30856999999999,23.4869,广西梧州市,Zhou,州,1.0,621,4.0,更名,681,4.0,降级,0,POINT,,,,,2011/6/30,,1
800,110739,hvd_110739,Fu Zhou,富州,富州,110.80361,24.16912,广西昭平县,Zhou,州,1.0,634,4.0,更名,681,4.0,降级,0,POINT,,,,,2011/6/30,,1
801,110740,hvd_110740,Gu Zhou,古州,古州,108.51666999999999,25.922539999999998,贵州省榕江县境内,Zhou,州,1.0,638,4.0,新建,681,4.0,降级,0,POINT,,,,,2011/6/30,,1
802,110742,hvd_110742,Yun Zhou,云州,雲州,113.29638999999999,40.09284,山西省大同市,Zhou,州,1.0,640,4.0,新建,681,4.0,撤销,0,POINT,,,,,2011/6/30,,1
803,110743,hvd_110743,Danyu Duhufu,单于都护府,單于都護府,111.82157,40.37236,内蒙古和林格尔西北土城子,Duhufu,都护府,1.0,664,4.0,更名,685,4.0,撤销,0,POINT,,,,,2011/6/30,,1
804,110744,hvd_110744,Hua Zhou,华州,華州,109.75988999999998,34.51963,陕西省华县,Zhou,州,1.0,618,4.0,更名,685,4.0,更名,0,POINT,,,,,2011/6/30,,1
805,110745,hvd_110745,Meng Zhou,濛州,濛州,103.92855,31.00145,四川省彭州市西北,Zhou,州,1.0,620,4.0,新建,685,4.0,更名,0,POINT,,,,,2011/6/30,,1
806,110746,hvd_110746,Anbei Duhufu,安北都护府,安北都護府,102.45049,47.63326,蒙古国哈尔和林附近,Duhufu,都护府,1.0,669,3.0,更名,686,3.0,治所迁移,0,POINT,,,,,2011/6/30,,1
807,110747,hvd_110747,Huai Zhou,怀州,懷州,112.93699,35.0893,河南省沁阳市,Zhou,州,1.0,621,4.0,治所迁移,689,4.0,更名,0,POINT,,,,,2011/6/30,,1
808,110748,hvd_110748,Yong Zhou,雍州,雍州,108.90698,34.24642,陕西省西安市,Zhou,州,1.0,618,4.0,更名,689,4.0,更名,0,POINT,,,,,2011/6/30,,1
809,110750,hvd_110750,Jingzhao Jun,京兆郡,京兆郡,108.90698,34.24642,陕西省西安市,Jun,郡,1.0,690,4.0,更名,690,4.0,更名,0,POINT,,,,,2011/6/30,,1
810,110751,hvd_110751,Nanhe Zhou,南和州,南和州,103.6908,32.03233,四川省茂县西北,Zhou,州,1.0,677,4.0,新建,690,4.0,更名,0,POINT,,,,,2011/6/30,,1
811,110753,hvd_110753,Anbei Duhufu,安北都护府,安北都護府,100.99398000000001,38.712559999999996,甘肃省山丹县西南,Duhufu,都护府,1.0,687,3.0,治所迁移,697,3.0,治所迁移,0,POINT,,,,,2011/6/30,,1
812,110755,hvd_110755,Andong Duhufu,安东都护府,安東都護府,123.78885,41.84602,辽宁省抚顺市高尔山城,Duhufu,都护府,1.0,677,4.0,治所迁移,697,4.0,更名,0,POINT,,,,,2011/6/30,,1
813,110757,hvd_110757,Yi Zhou,宜州,宜州,108.97147,34.913270000000004,陕西省铜川市耀州区,Zhou,州,1.0,691,4.0,新建,700,4.0,撤销,0,POINT,,,,,2011/6/30,,1
814,110758,hvd_110758,Hong Zhou,鸿州,鴻州,109.50158,34.53249,陕西省渭南市老城北,Zhou,州,1.0,691,4.0,新建,700,4.0,撤销,0,POINT,,,,,2011/6/30,,1
815,110759,hvd_110759,Ji Zhou,稷州,稷州,108.1051,34.33205,陕西省武功县武功镇,Zhou,州,1.0,691,4.0,新建,700,4.0,撤销,0,POINT,,,,,2011/6/30,,1
816,110760,hvd_110760,Fulu Zhou,福禄州,福祿州,105.913,18.312,越南河静横山地区,Zhou,州,1.0,669,4.0,新建,700,4.0,更名,0,POINT,,,,,2011/6/30,,1
817,110761,hvd_110761,Gui Zhou,妫州,媯州,115.72881000000001,40.32557,河北省怀来县官厅水库下废怀来县城,Zhou,州,1.0,634,4.0,更名,701,4.0,治所迁移,0,POINT,,,,,2011/6/30,,1
818,110762,hvd_110762,Ting Zhou,庭州,庭州,89.18653,44.00093,新疆吉木萨尔县北破城子,Zhou,州,1.0,646,4.0,新建,701,4.0,更名,0,POINT,,,,,2011/6/30,,1
819,110764,hvd_110764,Fang Zhou,芳州,芳州,103.21825,34.06211,甘肃省迭部县东南,Zhou,州,1.0,618,4.0,新建,704,4.0,撤销,0,POINT,,,,,2011/6/30,,1
820,110765,hvd_110765,Ying Zhou,营州,營州,120.45078000000001,41.58008,辽宁省朝阳市,Zhou,州,1.0,618,4.0,更名,704,4.0,治所迁移,0,POINT,,,,,2011/6/30,,1
821,110766,hvd_110766,Tai Zhou,太州,太州,109.75988999999998,34.51963,陕西省华县,Zhou,州,1.0,686,4.0,更名,704,4.0,更名,0,POINT,,,,,2011/6/30,,1
822,110767,hvd_110767,Deng Zhou,登州,登州,121.58773000000001,37.37655,山东省烟台市牟平区,Zhou,州,1.0,692,4.0,新建,706,4.0,治所迁移,0,POINT,,,,,2011/6/30,,1
823,110768,hvd_110768,Anbei Duhufu,安北都护府,安北都護府,111.82157,40.37236,内蒙古和林格尔西北土城子,Duhufu,都护府,1.0,698,4.0,治所迁移,707,4.0,治所迁移,0,POINT,,,,,2011/6/30,,1
824,110769,hvd_110769,Sha Zhou,沙州,沙州,94.62009,40.139109999999995,甘肃省敦煌市西,Zhou,州,1.0,633,4.0,更名,709,4.0,降级,0,POINT,,,,,2011/6/30,,1
825,110770,hvd_110770,Gua Zhou,瓜州,瓜州,96.02816,40.51525,甘肃省瓜州县东南,Zhou,州,1.0,622,4.0,新建,709,4.0,降级,0,POINT,,,,,2011/6/30,,1
826,110771,hvd_110771,Su Zhou,肃州,肅州,98.51125,39.74494,甘肃省酒泉市,Zhou,州,1.0,619,4.0,新建,709,4.0,降级,0,POINT,,,,,2011/6/30,,1
827,110772,hvd_110772,Liang Zhou,凉州,涼州,102.6347,37.92692,甘肃省武威市,Zhou,州,1.0,619,4.0,更名,709,4.0,降级,0,POINT,,,,,2011/6/30,,1
828,110773,hvd_110773,Gan Zhou,甘州,甘州,100.44991999999999,38.93311,甘肃省张掖市,Zhou,州,1.0,619,4.0,更名,709,4.0,降级,0,POINT,,,,,2011/6/30,,1
829,110774,hvd_110774,Yi Zhou,伊州,伊州,93.51872,42.81906,新疆哈密市,Zhou,州,1.0,632,4.0,更名,709,4.0,降级,0,POINT,,,,,2011/6/30,,1
830,110775,hvd_110775,Anxi Daduhufu,安西大都护府,安西大都護府,82.9649,41.715540000000004,新疆库车县,Daduhufu,大都护府,1.0,658,3.0,更名和治所迁移,709,3.0,降级,0,POINT,,,,,2011/6/30,,1
831,110778,hvd_110778,Guang Zhou,光州,光州,114.89877,32.0097,湖北省光山县,Zhou,州,1.0,620,4.0,新建,711,4.0,治所迁移,0,POINT,,,,,2011/6/30,,1
832,110780,hvd_110780,Long Zhou,隆州,隆州,105.96703000000001,31.583159999999996,四川省阆中市,Zhou,州,1.0,618,4.0,更名,711,4.0,更名,0,POINT,,,,,2011/6/30,,1
833,110781,hvd_110781,Yong Zhou,雍州,雍州,108.90698,34.24642,陕西省西安市,Zhou,州,1.0,691,4.0,更名,712,4.0,更名,0,POINT,,,,,2011/6/30,,1
834,110782,hvd_110782,Shi Zhou,始州,始州,105.46332,32.0334,四川省剑阁县,Zhou,州,1.0,618,4.0,更名,712,4.0,更名,0,POINT,,,,,2011/6/30,,1
835,110783,hvd_110783,You Zhou,幽州,幽州,116.13558,39.74125,北京市城西南,Zhou,州,1.0,618,4.0,更名,713,4.0,降级,0,POINT,,,,,2011/6/30,,1
836,110784,hvd_110784,Tan Zhou,檀州,檀州,116.84046000000001,40.37148,北京市密云县,Zhou,州,1.0,618,4.0,更名,713,4.0,降级,0,POINT,,,,,2011/6/30,,1
837,110785,hvd_110785,Gui Zhou,妫州,媯州,115.72881000000001,40.32557,河北省怀来县官厅水库下废怀来县城,Zhou,州,1.0,702,4.0,治所迁移,713,4.0,降级,0,POINT,,,,,2011/6/30,,1
838,110786,hvd_110786,Ping Zhou,平州,平州,118.86195,39.877320000000005,河北省卢龙县,Zhou,州,1.0,619,4.0,更名和治所迁移,713,4.0,降级,0,POINT,,,,,2011/6/30,,1
839,110788,hvd_110788,Andong Duhufu,安东都护府,安東都護府,123.78885,41.84602,辽宁省抚顺市高尔山城,Duhufu,都护府,1.0,705,4.0,更名,713,4.0,治所迁移,0,POINT,,,,,2011/6/30,,1
840,110789,hvd_110789,Anbei Duhufu,安北都护府,安北都護府,108.0716,41.286640000000006,内蒙古乌拉特中后旗西南乌加河北岸,Duhufu,都护府,1.0,708,4.0,治所迁移,713,4.0,治所迁移,0,POINT,,,,,2011/6/30,,1
841,110790,hvd_110790,Ying Zhou,营州,營州,117.40182,40.043859999999995,天津市蓟县,Zhou,州,1.0,705,4.0,治所迁移,715,4.0,治所迁移,0,POINT,,,,,2011/6/30,,1
842,110791,hvd_110791,Anxiduhusizhen Jingluedashi,安西都护四镇经略大使,安西都護四鎮經略大使,82.9649,41.715540000000004,新疆库车县,Fangzhen,方镇,1.0,710,4.0,新建,715,4.0,更名,0,POINT,,,,,2011/6/30,,1
843,110792,hvd_110792,Die Zhou,叠州,疊州,103.21825,34.06211,甘肃省迭部县,Zhou,州,1.0,619,4.0,新建,716,4.0,降级,0,POINT,,,,,2011/6/30,,1
844,110793,hvd_110793,Lan Zhou,兰州,蘭州,103.84714,36.04703,甘肃省兰州市,Zhou,州,1.0,619,4.0,更名,716,4.0,降级,0,POINT,,,,,2011/6/30,,1
845,110794,hvd_110794,Tao Zhou,洮州,洮州,103.35958000000001,34.68872,甘肃省临潭县,Zhou,州,1.0,619,4.0,更名,716,4.0,降级,0,POINT,,,,,2011/6/30,,1
846,110795,hvd_110795,Lin Zhou,临州,臨州,103.85794,35.37915,甘肃省临洮县,Zhou,州,1.0,627,3.0,新建,716,3.0,降级,0,POINT,,,,,2011/6/30,,1
847,110796,hvd_110796,He Zhou,河州,河州,103.21117,35.607279999999996,甘肃省临夏市,Zhou,州,1.0,619,4.0,更名,716,4.0,降级,0,POINT,,,,,2011/6/30,,1
848,110797,hvd_110797,Wu Zhou,武州,武州,104.92928,33.39484,甘肃省陇南市,Zhou,州,1.0,618,4.0,更名,716,4.0,降级,0,POINT,,,,,2011/6/30,,1
849,110798,hvd_110798,Wei Zhou,渭州,渭州,104.65988,34.9836,甘肃省陇西县东南,Zhou,州,1.0,618,4.0,更名,716,4.0,降级,0,POINT,,,,,2011/6/30,,1
850,110799,hvd_110799,Min Zhou,岷州,岷州,104.03025,34.43646,甘肃省岷县,Zhou,州,1.0,618,4.0,新建,716,4.0,降级,0,POINT,,,,,2011/6/30,,1
851,110800,hvd_110800,Qin Zhou,秦州,秦州,105.71696000000001,34.58547,甘肃省天水市,Zhou,州,1.0,619,4.0,更名,716,4.0,降级,0,POINT,,,,,2011/6/30,,1
852,110801,hvd_110801,Dang Zhou,宕州,宕州,104.3654,33.7908,甘肃省舟曲县西北,Zhou,州,1.0,627,4.0,治所迁移,716,4.0,降级,0,POINT,,,,,2011/6/30,,1
853,110802,hvd_110802,Kuo Zhou,廓州,廓州,101.97263000000001,36.0401,青海省化隆回族自治县群科镇,Zhou,州,1.0,619,4.0,更名,716,4.0,降级,0,POINT,,,,,2011/6/30,,1
854,110803,hvd_110803,Shan Zhou,鄯州,鄯州,102.39441,36.48724,青海省乐都县,Zhou,州,1.0,619,4.0,更名,716,4.0,降级,0,POINT,,,,,2011/6/30,,1
855,110804,hvd_110804,Si Zhenzhufanluo Dashi,四镇诸蕃落大使,四鎮諸蕃落大使,82.9649,41.715540000000004,新疆库车县,Fangzhen,方镇,1.0,716,4.0,更名,717,4.0,更名,0,POINT,,,,,2011/6/30,,1
856,110805,hvd_110805,Ying Zhou,营州,營州,120.45078000000001,41.58008,辽宁省朝阳市,Zhou,州,1.0,716,4.0,治所迁移,718,4.0,降级,0,POINT,,,,,2011/6/30,,1
857,110806,hvd_110806,Danyu Duhufu,单于都护府,單于都護府,111.82157,40.37236,内蒙古和林格尔西北土城子,Duhufu,都护府,1.0,714,4.0,新建,718,4.0,撤销,0,POINT,,,,,2011/6/30,,1
858,110807,hvd_110807,Yi Zhou,益州,益州,104.07799999999999,30.65039,四川省成都市,Zhou,州,1.0,618,4.0,更名,718,4.0,降级,0,POINT,,,,,2011/6/30,,1
859,110808,hvd_110808,Shu Zhou,蜀州,蜀州,103.67260999999999,30.63656,四川省崇州市,Zhou,州,1.0,686,4.0,新建,718,4.0,降级,0,POINT,,,,,2011/6/30,,1
860,110809,hvd_110809,Han Zhou,汉州,漢州,104.28307,30.981309999999997,四川省广汉市,Zhou,州,1.0,686,4.0,新建,718,4.0,降级,0,POINT,,,,,2011/6/30,,1
861,110810,hvd_110810,Li Zhou,黎州,黎州,102.61794,29.49533,四川省汉源县北九襄镇,Zhou,州,1.0,701,4.0,新建,718,4.0,降级,0,POINT,,,,,2011/6/30,,1
862,110811,hvd_110811,Jia Zhou,嘉州,嘉州,103.75156,29.570690000000003,四川省乐山市,Zhou,州,1.0,618,4.0,更名,718,4.0,降级,0,POINT,,,,,2011/6/30,,1
863,110812,hvd_110812,Wei Zhou,维州,維州,103.31068,31.54915,四川省理县东北,Zhou,州,1.0,628,4.0,新建,718,4.0,降级,0,POINT,,,,,2011/6/30,,1
864,110813,hvd_110813,Mao Zhou,茂州,茂州,103.85304000000001,31.68893,四川省茂县,Zhou,州,1.0,634,4.0,更名,718,4.0,降级,0,POINT,,,,,2011/6/30,,1
865,110814,hvd_110814,Mei Zhou,眉州,眉州,103.83145999999999,30.0505,四川省眉山市,Zhou,州,1.0,619,4.0,新建,718,4.0,降级,0,POINT,,,,,2011/6/30,,1
866,110815,hvd_110815,Peng Zhou,彭州,彭州,103.92855,31.00145,四川省彭州市西北,Zhou,州,1.0,686,4.0,更名,718,4.0,降级,0,POINT,,,,,2011/6/30,,1
867,110816,hvd_110816,Qiong Zhou,邛州,邛州,103.45682,30.416590000000003,四川省邛崃市,Zhou,州,1.0,657,4.0,治所迁移,718,4.0,降级,0,POINT,,,,,2011/6/30,,1
868,110817,hvd_110817,Zi Zhou,梓州,梓州,105.08757,31.094620000000003,四川省三台县,Zhou,州,1.0,618,4.0,更名,718,4.0,降级,0,POINT,,,,,2011/6/30,,1
869,110818,hvd_110818,Gui Zhou,嶲州,嶲州,102.26695,27.899820000000002,四川省西昌市,Zhou,州,1.0,618,4.0,更名,718,4.0,降级,0,POINT,,,,,2011/6/30,,1
870,110819,hvd_110819,Ya Zhou,雅州,雅州,102.98437,29.985559999999996,四川省雅安市,Zhou,州,1.0,618,4.0,更名,718,4.0,降级,0,POINT,,,,,2011/6/30,,1
871,110820,hvd_110820,Rong Zhou,戎州,戎州,104.61636,28.774829999999998,四川省宜宾市西南安边场,Zhou,州,1.0,618,4.0,更名,718,4.0,降级,0,POINT,,,,,2011/6/30,,1
872,110821,hvd_110821,He Zhou,合州,合州,106.25956000000001,30.003940000000004,重庆市合川区,Zhou,州,1.0,618,4.0,更名,718,4.0,降级,0,POINT,,,,,2011/6/30,,1
873,110822,hvd_110822,Pinglujun Jiedushi,平卢军节度使,平盧軍節度使,120.45078000000001,41.58008,辽宁省朝阳市,Fangzhen,方镇,1.0,719,4.0,新建,719,4.0,治所迁移,0,POINT,,,,,2011/6/30,,1
874,110825,hvd_110825,Danyu Duhufu,单于都护府,單于都護府,111.82157,40.37236,内蒙古和林格尔西北土城子,Duhufu,都护府,1.0,720,3.0,新建,720,3.0,降级,0,POINT,,,,,2011/6/30,,1
875,110826,hvd_110826,Feng Zhou,丰州,豐州,107.96243999999999,40.93678,内蒙古五原县西南黄河北岸,Zhou,州,1.0,649,4.0,新建,720,4.0,降级,0,POINT,,,,,2011/6/30,,1
876,110827,hvd_110827,Sheng Zhou,胜州,勝州,110.79623000000001,39.76624,内蒙古准格尔旗东北黄河南岸十二连城,Zhou,州,1.0,629,4.0,更名,720,4.0,降级,0,POINT,,,,,2011/6/30,,1
877,110828,hvd_110828,Ling Zhou,灵州,靈州,106.32813999999999,38.08889,宁夏灵武市南,Zhou,州,1.0,618,4.0,更名,720,4.0,降级,0,POINT,,,,,2011/6/30,,1
878,110829,hvd_110829,Yan Zhou,盐州,鹽州,107.59183,37.592659999999995,陕西省定边县,Zhou,州,1.0,628,4.0,新建,720,4.0,降级,0,POINT,,,,,2011/6/30,,1
879,110830,hvd_110830,Xia Zhou,夏州,夏州,108.91805,37.59872,陕西省靖边县红墩界乡白城子村,Zhou,州,1.0,628,4.0,更名,720,4.0,降级,0,POINT,,,,,2011/6/30,,1
880,110831,hvd_110831,Sui Zhou,绥州,綏州,110.25407,37.50098,陕西省绥德县,Zhou,州,1.0,628,4.0,更名和治所迁移,720,4.0,降级,0,POINT,,,,,2011/6/30,,1
881,110832,hvd_110832,Yin Zhou,银州,銀州,109.86015,38.224340000000005,陕西省榆林市境内,Zhou,州,1.0,628,4.0,新建,720,4.0,降级,0,POINT,,,,,2011/6/30,,1
882,110833,hvd_110833,Dai Zhou,代州,代州,112.94904,39.060390000000005,山西省代县,Zhou,州,1.0,618,4.0,更名,722,4.0,降级,0,POINT,,,,,2011/6/30,,1
883,110835,hvd_110835,Lan Zhou,岚州,嵐州,111.69323,38.39095,山西省岚州市岚城镇,Zhou,州,1.0,622,4.0,更名,722,4.0,降级,0,POINT,,,,,2011/6/30,,1
884,110836,hvd_110836,Wei Zhou,蔚州,蔚州,114.22922,39.437740000000005,山西省灵丘县,Zhou,州,1.0,631,4.0,治所迁移,722,4.0,降级,0,POINT,,,,,2011/6/30,,1
885,110838,hvd_110838,Shuo Zhou,朔州,朔州,112.42152,39.30807,山西省朔州市,Zhou,州,1.0,621,4.0,更名,722,4.0,降级,0,POINT,,,,,2011/6/30,,1
886,110839,hvd_110839,Tianbingjun Jiedushi,天兵军节度使,天兵軍節度使,112.38793999999999,37.728629999999995,山西省太原市西南东城角,Fangzhen,方镇,1.0,720,4.0,新建,722,4.0,更名,0,POINT,,,,,2011/6/30,,1
887,110842,hvd_110842,Ying Zhou,营州,營州,117.40182,40.043859999999995,天津市蓟县,Zhou,州,1.0,720,4.0,治所迁移,722,4.0,治所迁移,0,POINT,,,,,2011/6/30,,1
888,110847,hvd_110847,Mao Zhou,鄚州,鄚州,116.10706,38.86037,河北省任丘市鄚州镇,Zhou,州,1.0,711,4.0,新建,724,4.0,更名,0,POINT,,,,,2011/6/30,,1
889,110850,hvd_110850,Bin Zhou,豳州,豳州,108.07798999999999,35.03966,陕西省彬县,Zhou,州,1.0,619,4.0,更名,724,4.0,更名,0,POINT,,,,,2011/6/30,,1
890,110851,hvd_110851,Liang Zhou,梁州,梁州,107.03518999999999,33.07648,陕西省汉中市,Zhou,州,1.0,618,4.0,更名,724,4.0,更名,0,POINT,,,,,2011/6/30,,1
891,110852,hvd_110852,Lin Zhou,麟州,麟州,110.47215,38.951840000000004,陕西省神木县北,Zhou,州,1.0,724,4.0,新建,725,4.0,撤销,0,POINT,,,,,2011/6/30,,1
892,110853,hvd_110853,Beiting Duhufu,北庭都护府,北庭都護府,89.18653,44.00093,新疆吉木萨尔县北破城子,Duhufu,都护府,1.0,702,4.0,更名,726,4.0,降级,0,POINT,,,,,2011/6/30,,1
893,110854,hvd_110854,Si Zhenjieduzhidu Jinglueshi,四镇节度支度经略使,四鎮節度支度經略使,82.9649,41.715540000000004,新疆库车县,Fangzhen,方镇,1.0,718,4.0,更名,726,4.0,更名,0,POINT,,,,,2011/6/30,,1
894,110855,hvd_110855,Cang Zhou,沧州,滄州,117.54781000000001,37.623979999999996,山东省信阳县南,Zhou,州,1.0,627,4.0,治所迁移,729,4.0,降级,0,POINT,,,,,2011/6/30,,1
895,110856,hvd_110856,Taiyuanyibeizhujunzhou Jiedushi,太原以北诸军州节度使,太原以北諸軍州節度使,112.38793999999999,37.728629999999995,山西省太原市西南东城角,Fangzhen,方镇,1.0,723,4.0,更名,729,4.0,更名,0,POINT,,,,,2011/6/30,,1
896,110857,hvd_110857,Beiting Jiedushi,北庭节度使,北庭節度使,89.18653,44.00093,新疆吉木萨尔县北破城子,Fangzhen,方镇,1.0,727,4.0,新建,730,4.0,撤销,0,POINT,,,,,2011/6/30,,1
897,110858,hvd_110858,Yixi Jiedushi,伊西节度使,伊西節度使,82.9649,41.715540000000004,新疆库车县,Fangzhen,方镇,1.0,727,4.0,新建,730,4.0,撤销,0,POINT,,,,,2011/6/30,,1
898,110863,hvd_110863,Mo Zhou,莫州,莫州,116.10706,38.86037,河北省任丘市鄚州镇,Zhou,州,1.0,725,4.0,更名,731,4.0,降级,0,POINT,,,,,2011/6/30,,1
899,110864,hvd_110864,Shen Zhou,深州,深州,115.54887,38.01173,河北省深州市,Zhou,州,1.0,713,4.0,新建,731,4.0,更名,0,POINT,,,,,2011/6/30,,1
900,110865,hvd_110865,Ming Zhou,洺州,洺州,114.72306999999999,36.701029999999996,河北省永年县广府古城,Zhou,州,1.0,618,4.0,更名,731,4.0,降级,0,POINT,,,,,2011/6/30,,1
901,110868,hvd_110868,Wei Zhou,卫州,衛州,114.07027,35.410379999999996,河南省卫辉市,Zhou,州,1.0,627,4.0,治所迁移,731,4.0,降级,0,POINT,,,,,2011/6/30,,1
902,110869,hvd_110869,De Zhou,德州,德州,116.57841,37.3321,山东省陵县,Zhou,州,1.0,621,4.0,更名,731,4.0,降级,0,POINT,,,,,2011/6/30,,1
903,110870,hvd_110870,Bao Zhou,褒州,褒州,107.03518999999999,33.07648,陕西省汉中市,Zhou,州,1.0,725,4.0,更名,731,4.0,更名,0,POINT,,,,,2011/6/30,,1
904,110871,hvd_110871,Xiang Zhou,相州,相州,114.3455,36.09834,河南省安阳市,Zhou,州,1.0,618,4.0,更名,732,4.0,降级,0,POINT,,,,,2011/6/30,,1
905,110873,hvd_110873,Di Zhou,棣州,棣州,117.64688999999998,37.29529,山东惠民县辛店乡先棣州村,Zhou,州,1.0,634,4.0,新建,732,4.0,降级,0,POINT,,,,,2011/6/30,,1
906,110874,hvd_110874,Bo Zhou,博州,博州,115.98868999999999,36.44774,山东省聊城市故城,Zhou,州,1.0,621,4.0,降级,732,4.0,更名,0,POINT,,,,,2011/6/30,,1
907,110875,hvd_110875,Wen Zhou,文州,文州,104.67808000000001,32.948,甘肃省文县西白龙江南岸,Zhou,州,1.0,618,4.0,新建,733,4.0,降级,0,POINT,,,,,2011/6/30,,1
908,110876,hvd_110876,Fu Zhou,扶州,扶州,104.22585,33.25882,四川省九寨沟县东北,Zhou,州,1.0,618,4.0,更名,733,4.0,降级,0,POINT,,,,,2011/6/30,,1
909,110879,hvd_110879,Xian Zhou,仙州,仙州,113.30023,33.50015,河南省叶县西南,Zhou,州,1.0,716,4.0,新建,737,4.0,撤销,0,POINT,,,,,2011/6/30,,1
910,110880,hvd_110880,Qian Zhou,黔州,黔州,108.17096000000001,29.29206,重庆市彭水苗族自治县,Zhou,州,1.0,618,4.0,更名,737,4.0,更名,0,POINT,,,,,2011/6/30,,1
911,110881,hvd_110881,Dan Zhou,丹州,丹州,110.13022,36.2844,陕西省宜川县东北,Zhou,州,1.0,618,4.0,更名,740,4.0,治所迁移,0,POINT,,,,,2011/6/30,,1
912,110882,hvd_110882,Pinglujun Jiedushi,平卢军节度使,平盧軍節度使,117.40182,40.043859999999995,天津市蓟县,Fangzhen,方镇,1.0,720,4.0,治所迁移,740,4.0,治所迁移,0,POINT,,,,,2011/6/30,,1
913,110883,hvd_110883,Anxisizhenbeitingjinglue Jiedushi,安西四镇北庭经略节度使,安西四鎮北庭經略節度使,89.18653,44.00093,新疆吉木萨尔县北破城子,Fangzhen,方镇,1.0,731,4.0,新建,740,4.0,撤销,0,POINT,,,,,2011/6/30,,1
914,110894,hvd_110894,You Zhou Jiedushi,幽州节度使,幽州節度使,116.13558,39.74125,北京市城西南,Fangzhen,方镇,1.0,714,4.0,更名,741,4.0,更名,0,POINT,,,,,2011/6/30,,1
915,110895,hvd_110895,Guishun Zhou,归顺州,歸順州,116.64145,40.12755,北京市顺义区,Zhou,州,1.0,621,4.0,新建,741,4.0,更名,0,POINT,,,,,2011/6/30,,1
916,110896,hvd_110896,Jing Zhou,泾州,涇州,107.36339,35.32881,甘肃省泾川县北泾河北岸,Zhou,州,1.0,618,4.0,更名,741,4.0,更名,0,POINT,,,,,2011/6/30,,1
917,110897,hvd_110897,Cheng Zhou,成州,成州,105.17828999999999,34.191359999999996,甘肃省礼县西南,Zhou,州,1.0,618,4.0,更名,741,4.0,更名,0,POINT,,,,,2011/6/30,,1
918,110898,hvd_110898,Ning Zhou,宁州,寧州,107.93047,35.50143,甘肃省宁县,Zhou,州,1.0,618,4.0,更名,741,4.0,更名,0,POINT,,,,,2011/6/30,,1
919,110899,hvd_110899,Qing Zhou,庆州,慶州,107.87602,36.00516,甘肃省庆阳市,Zhou,州,1.0,618,4.0,更名,741,4.0,更名,0,POINT,,,,,2011/6/30,,1
