sequence,SYS_ID,NAME_PY,NAME_CH,NAME_FT,X_COOR,Y_COOR,PRES_LOC,TYPE_PY,TYPE_CH,LEV_RANK,BEG_YR,BEG_RULE,BEG_CHG_TY,END_YR,END_RULE,END_CHG_TY,NOTE_ID,OBJ_TYPE,GEO_SRC,COMPILER,GEOCOMP,CHECKER,ENT_DATE,FILENAME,X_Y_TYPE,SYS_ID_IN_MAIN_BOU_ID,SYS_ID_IN_MAIN_PT_ID
13735,220086,Zhongshan Fu,中山府,中山府,0,0,,Fu,府,3,1209,4,更名,1213,4,辖区缩小,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13736,220087,Zhongshan Fu,中山府,中山府,0,0,,Fu,府,3,1240,4,辖区扩大,1240,4,撤销,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13737,220088,Heng Zhou,恒州,恒州,0,0,,Zhou,州,3,1216,9,新建,1239,9,撤销,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13738,220089,Zhongshan Fu,中山府,中山府,0,0,,Fu,府,3,1214,4,辖区缩小,1215,4,撤销,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13739,220090,Zhongshan Fu,中山府,中山府,0,0,,Fu,府,3,1216,4,辖区缩小,1239,4,辖区扩大,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13740,220091,Heng Zhou,恒州,恒州,0,0,,Zhou,州,3,643,4,辖区扩大,741,4,更名,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13744,220095,Heng Zhou,恒州,恒州,0,0,,Zhou,州,3,758,4,更名,767,4,辖区缩小,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13745,220096,Heng Zhou,恒州,恒州,0,0,,Zhou,州,3,768,4,辖区缩小,773,4,辖区扩大,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13747,220098,Qi Zhou,祁州,祁州,0,0,,Zhou,州,3,893,4,新建,987,4,辖区扩大,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13748,220099,Qi Zhou,祁州,祁州,0,0,,Zhou,州,3,988,4,辖区扩大,1003,4,辖区变化,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13751,220102,Hejian Fu,河间府,河間府,0,0,,Fu,府,3,1129,4,辖区缩小,1234,4,辖区扩大,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13752,220103,Hejian Fu,河间府,河間府,0,0,,Fu,府,3,1253,4,辖区缩小,1264,4,更名和辖区扩大,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13757,220108,An Zhou,安州,安州,0,0,,Zhou,州,3,1208,4,辖区扩大,1240,4,辖区缩小,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13758,220109,An Zhou,安州,安州,0,0,,Zhou,州,3,1241,4,辖区缩小,1265,4,撤销,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13763,220114,Qing Zhou,清州,清州,0,0,,Zhou,州,3,1107,4,更名,1165,4,辖区扩大,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13764,220115,Qing Zhou,清州,清州,0,0,,Zhou,州,3,1166,4,辖区扩大,1229,4,更名,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13767,220118,Hejian Fu,河间府,河間府,0,0,,Fu,府,3,1108,4,辖区扩大,1128,4,辖区缩小,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13768,220119,Cang Zhou,沧州,滄州,0,0,,Zhou,州,3,1166,4,辖区缩小,1264,4,撤销,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13772,220123,Ji Zhou,冀州,冀州,0,0,,Zhou,州,3,621,4,辖区缩小,626,4,辖区缩小,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13773,220124,Ji Zhou,冀州,冀州,0,0,,Zhou,州,3,627,4,辖区缩小,642,4,辖区扩大,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13774,220125,Ji Zhou,冀州,冀州,0,0,,Zhou,州,3,643,4,辖区扩大,712,4,辖区缩小,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13775,220126,Ji Zhou,冀州,冀州,0,0,,Zhou,州,3,713,4,辖区缩小,713,4,辖区扩大,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13776,220127,Ji Zhou,冀州,冀州,0,0,,Zhou,州,3,990,4,辖区缩小,1219,4,辖区缩小,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13777,220128,Bao Zhou,保州,保州,0,0,,Zhou,州,3,981,4,更名和辖区扩大,1124,4,辖区扩大,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13778,220129,Bao Zhou,保州,保州,0,0,,Zhou,州,3,1126,4,辖区缩小,1237,4,更名和辖区扩大,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13779,220130,Ji Zhou,冀州,冀州,0,0,,Zhou,州,3,1220,4,辖区缩小,1234,4,辖区扩大,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13780,220131,Xiong Zhou,雄州,雄州,0,0,,Zhou,州,3,959,4,新建,1128,4,辖区扩大,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13784,220135,Xin'an Jun,信安军,信安軍,0,0,,Jun,军,3,1004,4,更名,1167,4,撤销,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13785,220136,Cang Zhou,沧州,滄州,0,0,,Zhou,州,3,1107,4,辖区缩小,1165,4,辖区缩小,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13786,220137,Cang Zhou,沧州,滄州,0,0,,Zhou,州,3,758,4,新建,1106,4,辖区缩小,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13787,220138,Yin Zhou,瀛州,瀛州,0,0,,Zhou,州,3,621,4,新建,626,4,辖区缩小,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13788,220139,Yin Zhou,瀛州,瀛州,0,0,,Zhou,州,3,627,4,辖区缩小,741,4,更名,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13790,220141,Yin Zhou,瀛州,瀛州,0,0,,Zhou,州,3,758,4,更名,765,4,辖区缩小,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13791,220142,Yin Zhou,瀛州,瀛州,0,0,,Zhou,州,3,766,4,辖区缩小,814,4,辖区扩大,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13792,220143,Yin Zhou,瀛州,瀛州,0,0,,Zhou,州,3,815,4,辖区扩大,859,4,辖区扩大,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13793,220144,Yin Zhou,瀛州,瀛州,0,0,,Zhou,州,3,860,4,辖区扩大,873,4,辖区缩小,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13794,220145,Yin Zhou,瀛州,瀛州,0,0,,Zhou,州,3,874,4,辖区缩小,958,4,辖区缩小,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13796,220147,Mo Zhou,莫州,莫州,0,0,,Zhou,州,3,758,4,更名,958,4,辖区缩小,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13797,220148,Ba Zhou,霸州,霸州,0,0,,Zhou,州,3,959,4,新建,980,4,辖区缩小,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13798,220149,Yin Zhou,瀛州,瀛州,0,0,,Zhou,州,3,959,4,辖区缩小,986,4,辖区缩小,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13799,220150,Yin Zhou,瀛州,瀛州,0,0,,Zhou,州,3,987,4,辖区缩小,996,4,辖区扩大,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13800,220151,Yin Zhou,瀛州,瀛州,0,0,,Zhou,州,3,997,4,辖区扩大,1107,4,更名,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13801,220152,Ba Zhou,霸州,霸州,0,0,,Zhou,州,3,981,4,辖区缩小,1003,4,辖区缩小,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13802,220153,Ba Zhou,霸州,霸州,0,0,,Zhou,州,3,1004,4,辖区缩小,1128,4,辖区扩大,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13803,220154,Ba Zhou,霸州,霸州,0,0,,Zhou,州,3,1129,4,辖区扩大,1167,4,撤销,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13804,220155,Mo Zhou,莫州,莫州,0,0,,Zhou,州,3,959,4,辖区缩小,965,4,辖区缩小,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13805,220156,Mo Zhou,莫州,莫州,0,0,,Zhou,州,3,966,4,辖区缩小,991,4,辖区缩小,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13806,220157,Mo Zhou,莫州,莫州,0,0,,Zhou,州,3,992,4,辖区缩小,1264,4,撤销,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13807,220158,Xiong Zhou,雄州,雄州,0,0,,Zhou,州,3,1129,4,辖区扩大,1207,4,辖区缩小,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13808,220159,Xiong Zhou,雄州,雄州,0,0,,Zhou,州,3,1208,4,辖区缩小,1240,4,撤销,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13811,220162,Zhao Zhou,赵州,趙州,0,0,,Zhou,州,3,758,4,更名,767,4,辖区缩小,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13812,220163,Zhao Zhou,赵州,趙州,0,0,,Zhou,州,3,1023,4,,1117,4,,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13817,220168,Xing Zhou,邢州,邢州,0,0,,Zhou,州,3,622,4,辖区扩大,741,4,更名,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13822,220173,Ming Zhou,洺州,洺州,0,0,,Zhou,州,3,627,4,辖区扩大,741,4,更名,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13824,220175,Ming Zhou,洺州,洺州,0,0,,Zhou,州,3,758,4,更名,764,4,辖区缩小,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13825,220176,Ming Zhou,洺州,洺州,0,0,,Zhou,州,3,765,4,辖区缩小,842,4,辖区扩大,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13826,220177,Ming Zhou,洺州,洺州,0,0,,Zhou,州,3,843,4,辖区扩大,962,4,辖区扩大,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13827,220178,Ming Zhou,洺州,洺州,0,0,,Zhou,州,3,962,4,辖区扩大,1218,4,辖区扩大,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13828,220179,Ming Zhou,洺州,洺州,0,0,,Zhou,州,3,1219,4,辖区扩大,1235,4,撤销,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13829,220180,Jing'an Jun,静安军,靜安軍,0,0,,Jun,军,3,955,4,新建,982,4,辖区扩大,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13830,220181,Jing'an Jun,静安军,靜安軍,0,0,,Jun,军,3,983,4,辖区扩大,984,4,撤销,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13833,220184,Shen Zhou,深州,深州,0,0,,Zhou,州,3,713,4,新建,713,4,辖区缩小,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13834,220185,Shen Zhou,深州,深州,0,0,,Zhou,州,3,714,4,辖区缩小,741,4,更名,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13835,220186,Ji Zhou,冀州,冀州,0,0,,Zhou,州,3,714,4,辖区扩大,741,4,更名和辖区扩大,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13836,220187,Shen Zhou,深州,深州,0,0,,Zhou,州,3,758,4,辖区缩小,779,4,更名,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13837,220188,Shen Zhou,深州,深州,0,0,,Zhou,州,3,780,4,辖区缩小,814,4,更名,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13838,220189,Ji Zhou,冀州,冀州,0,0,,Zhou,州,3,758,4,更名,982,4,辖区缩小,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13839,220190,Shen Zhou,深州,深州,0,0,,Zhou,州,3,815,4,辖区缩小,873,4,更名,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13840,220191,Shen Zhou,深州,深州,0,0,,Zhou,州,3,874,4,辖区缩小,954,4,更名,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13841,220192,Shen Zhou,深州,深州,0,0,,Zhou,州,3,983,4,辖区缩小,984,4,更名,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13842,220193,Ji Zhou,冀州,冀州,0,0,,Zhou,州,3,983,4,更名,989,4,辖区缩小,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13843,220194,Shen Zhou,深州,深州,0,0,,Zhou,州,3,955,4,辖区缩小,989,4,更名,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13844,220195,Shen Zhou,深州,深州,0,0,,Zhou,州,3,997,4,辖区缩小,1219,4,更名,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13845,220196,Shen Zhou,深州,深州,0,0,,Zhou,州,3,990,4,辖区缩小,996,4,更名,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13847,220198,Nanping Zhou,南平州,南平州,0,0,,Zhou,州,3,1224,4,新建,1234,4,撤销,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13848,220199,Dongwu Zhou,东武州,東武州,0,0,,Zhou,州,6,1224,9,新建,1233,9,撤销,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13849,220200,Shen Zhou,深州,深州,0,0,,Zhou,州,3,1224,4,辖区缩小,1233,4,更名,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13850,220201,Shen Zhou,深州,深州,0,0,,Zhou,州,3,1234,4,辖区缩小,1234,4,更名,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13852,220203,Zhao Zhou,赵州,趙州,0,0,,Zhou,州,3,768,4,辖区缩小,946,4,辖区缩小,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13853,220204,Zhao Zhou,赵州,趙州,0,0,,Zhou,州,3,947,4,辖区缩小,1022,4,更名,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13854,220205,Yi Zhou,易州,易州,0,0,,Zhou,州,3,627,4,新建,741,4,更名,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13856,220207,Yi Zhou,易州,易州,0,0,,Zhou,州,3,758,4,更名,958,4,辖区缩小,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13857,220208,Yi Zhou,易州,易州,0,0,,Zhou,州,3,959,4,辖区缩小,980,4,辖区缩小,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13858,220209,Yi Zhou,易州,易州,0,0,,Zhou,州,3,981,4,辖区缩小,1240,4,撤销,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13859,220210,Bao Zhou,保州,保州,0,0,,Zhou,州,3,1125,4,辖区扩大,1125,4,辖区缩小,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13860,220211,Bao Zhou,保州,保州,0,0,,Zhou,州,3,1238,4,辖区缩小,1240,4,更名和辖区扩大,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13861,220212,Zhi Zhou,汦州,汦州,0,0,,Zhou,州,3,768,4,新建,773,4,撤销,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13862,220213,Heng Zhou,恒州,恒州,0,0,,Zhou,州,3,774,4,辖区扩大,819,4,更名,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13866,220217,Zhen Zhou,镇州,鎮州,0,0,,Zhou,州,3,947,4,更名和辖区扩大,987,4,辖区缩小,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13867,220218,Zhen Zhou,镇州,鎮州,0,0,,Zhou,州,3,988,4,辖区缩小,989,4,辖区缩小,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13868,220219,Zhen Zhou,镇州,鎮州,0,0,,Zhou,州,3,990,4,辖区缩小,1022,4,更名,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13869,220220,Zhending Fu,真定府,真定府,0,0,,Fu,府,3,1023,4,更名,1128,4,辖区缩小,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13870,220221,Zhending Fu,真定府,真定府,0,0,,Fu,府,3,1129,4,辖区缩小,1215,4,辖区扩大,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13871,220222,Zhending Fu,真定府,真定府,0,0,,Fu,府,3,1216,4,辖区扩大,1218,4,辖区缩小,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13876,220227,Xining Zhou,西宁州,西寧州,0,0,,Zhou,州,3,1229,4,更名,1234,4,撤销,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13878,220229,Zhending Fu,真定府,真定府,0,0,,Fu,府,3,1219,4,辖区缩小,1219,4,更名,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13880,220231,Shuntian Lu,顺天路,順天路,0,0,,Lu,路,3,1266,4,辖区变化,1272,4,更名,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13881,220232,Shuntian Lu,顺天路,順天路,0,0,,Lu,路,3,1273,4,辖区变化,1274,4,更名,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13882,220233,Shuntian Lu,顺天路,順天路,0,0,,Lu,路,3,1241,4,更名和辖区扩大,1265,4,辖区变化,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13884,220235,Ji Zhou,冀州,冀州,0,0,,Zhou,州,3,1235,4,辖区扩大,1237,4,撤销,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13886,220237,Hejian Fu,河间府,河間府,0,0,,Fu,府,3,1235,4,辖区扩大,1252,4,辖区缩小,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13888,220239,Zhending Lu,真定路,真定路,0,0,,Fu,府,3,1220,4,更名和辖区扩大,1234,4,辖区扩大,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13889,220240,Zhending Lu,真定路,真定路,0,0,,Fu,府,3,1235,4,辖区扩大,1235,4,辖区扩大,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13890,220241,Zhending Lu,真定路,真定路,0,0,,Fu,府,3,1236,4,辖区扩大,1237,4,辖区扩大,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13891,220242,Zhending Lu,真定路,真定路,0,0,,Fu,府,3,1238,4,辖区扩大,1239,4,辖区扩大,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13892,220243,Zhending Lu,真定路,真定路,0,0,,Fu,府,3,1240,4,辖区扩大,1240,4,辖区扩大,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13893,220244,Zhending Lu,真定路,真定路,0,0,,Fu,府,3,1241,4,辖区扩大,1251,4,辖区缩小,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13894,220245,Zhending Lu,真定路,真定路,0,0,,Fu,府,3,1252,4,辖区缩小,1260,4,辖区扩大,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13895,220246,Zhending Lu,真定路,真定路,0,0,,Fu,府,3,1261,4,辖区扩大,1264,4,辖区缩小,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13896,220247,Zhending Lu,真定路,真定路,0,0,,Fu,府,3,1265,4,辖区缩小,1265,4,辖区缩小,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13897,220248,Zhending Lu,真定路,真定路,0,0,,Fu,府,3,1266,4,辖区缩小,1367,4,更名和辖区缩小,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13898,220249,Zhending Fu,真定府,真定府,0,0,,Fu,府,3,1368,4,更名和辖区缩小,1368,4,辖区扩大,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13899,220250,Zhending Fu,真定府,真定府,0,0,,Fu,府,3,1369,4,辖区扩大,1722,4,更名,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13900,220251,Zhengding Fu,正定府,正定府,0,0,,Fu,府,3,1723,4,更名,1723,4,辖区缩小,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13901,220252,Zhengding Fu,正定府,正定府,0,0,,Fu,府,3,1724,4,辖区缩小,1733,4,辖区扩大,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13902,220253,Zhengding Fu,正定府,正定府,0,0,,Fu,府,3,1734,4,辖区扩大,1911,6,数据下限,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13904,220255,Hejian Fu,河间府,河間府,0,0,,Fu,府,3,1368,4,更名和辖区缩小,1374,4,辖区缩小,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13905,220256,Hejian Fu,河间府,河間府,0,0,,Fu,府,3,1375,4,辖区缩小,1376,4,辖区扩大,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13906,220257,Hejian Fu,河间府,河間府,0,0,,Fu,府,3,1377,4,辖区扩大,1724,4,辖区缩小,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13907,220258,Hejian Fu,河间府,河間府,0,0,,Fu,府,3,1725,4,辖区缩小,1728,4,辖区缩小,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13908,220259,Hejian Fu,河间府,河間府,0,0,,Fu,府,3,1729,4,辖区缩小,1730,4,辖区扩大,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
13909,220260,Hejian Fu,河间府,河間府,0,0,,Fu,府,3,1731,4,辖区扩大,1911,6,数据下限,0,POLYGON,FROM_FD,傅林祥,满志敏,,2015/5/25,Prefecture_Bou,,FALSE,FALSE
