sequence,SYS_ID,NAME_PY,NAME_CH,NAME_FT,X_COOR,Y_COOR,PRES_LOC,TYPE_PY,TYPE_CH,LEV_RANK,BEG_YR,BEG_RULE,BEG_CHG_TY,END_YR,END_RULE,END_CHG_TY,NOTE_ID,OBJ_TYPE,GEO_SRC,COMPILER,GEOCOMP,CHECKER,ENT_DATE,FILENAME,X_Y_TYPE,SYS_ID_IN_MAIN_BOU_ID,SYS_ID_IN_MAIN_PT_ID
8895,196395,Longxi Xian,龙溪县,龍溪縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,孟刚,孟刚,,,County_1911_Bou,,FALSE,FALSE
8896,196396,Changtai Xian,长泰县,長泰縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,孟刚,孟刚,,,County_1911_Bou,,FALSE,FALSE
8897,196397,Haicheng Xian,海澄县,海澄縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,孟刚,孟刚,,,County_1911_Bou,,FALSE,FALSE
8898,196398,Longyan Zhou,龙岩州,龍岩州,0,0,,Benzhou,本州,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,满志敏,满志敏,,,County_1911_Bou,,FALSE,FALSE
8899,196399,Ningyang Xian,宁洋县,寧洋縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,满志敏,满志敏,,,County_1911_Bou,,FALSE,FALSE
8900,196400,Zhangping Xian,漳平县,漳平縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_AC,满志敏,满志敏,,,County_1911_Bou,,FALSE,FALSE
8901,196401,Tong'an Xian,同安县,同安縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,孟刚,孟刚,,,County_1911_Bou,,FALSE,FALSE
8902,196402,Anxi Xian,安溪县,安溪縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_AC,孟刚,孟刚,,,County_1911_Bou,,FALSE,FALSE
8903,196403,Nan'an Xian,南安县,南安縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_AC,孟刚,孟刚,,,County_1911_Bou,,FALSE,FALSE
8904,196404,Jinjiang Xian,晋江县,晉江縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,孟刚,孟刚,,,County_1911_Bou,,FALSE,FALSE
8905,196405,Hui'an Xian,惠安县,惠安縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_AC,孟刚,孟刚,,,County_1911_Bou,,FALSE,FALSE
8906,196406,Xianyou Xian,仙游县,仙游縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_AC,孟刚,孟刚,,,County_1911_Bou,,FALSE,FALSE
8907,196407,Putian Xian,莆田县,莆田縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_AC,孟刚,孟刚,,,County_1911_Bou,,FALSE,FALSE
8908,196408,Fuqing Xian,福清县,福清縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,孟刚,孟刚,,,County_1911_Bou,,FALSE,FALSE
8909,196409,Changle Xian,长乐县,長樂縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,孟刚,孟刚,,,County_1911_Bou,,FALSE,FALSE
8910,196410,Min Xian,闽县,閩縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,孟刚,孟刚,,,County_1911_Bou,,FALSE,FALSE
8911,196411,Houguan Xian,侯官县,侯官縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,孟刚,孟刚,,,County_1911_Bou,,FALSE,FALSE
8912,196412,Yongfu Xian,永福县,永福縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_AC,孟刚,孟刚,,,County_1911_Bou,,FALSE,FALSE
8913,196413,Minqing Xian,闽清县,閩清縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,孟刚,孟刚,,,County_1911_Bou,,FALSE,FALSE
8914,196414,Gutian Xian,古田县,古田縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,孟刚,孟刚,,,County_1911_Bou,,FALSE,FALSE
8915,196415,Pingnan Xian,屏南县,屏南縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,孟刚,孟刚,,,County_1911_Bou,,FALSE,FALSE
8916,196416,Lianjiang Xian,连江县,連江縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,孟刚,孟刚,,,County_1911_Bou,,FALSE,FALSE
8917,196417,Luoyuan Xian,罗源县,羅源縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_AC,孟刚,孟刚,,,County_1911_Bou,,FALSE,FALSE
8918,196418,Yongchun Zhou,永春州,永春州,0,0,,Benzhou,本州,6,1911,9,,1911,9,,0,POLYGON,FROM_AC,孟刚,孟刚,,,County_1911_Bou,,FALSE,FALSE
8919,196419,Dehua Xian,德化县,德化縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,孟刚,孟刚,,,County_1911_Bou,,FALSE,FALSE
8920,196420,Datian Xian,大田县,大田縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,孟刚,孟刚,,,County_1911_Bou,,FALSE,FALSE
8921,196421,Ningde Xian,宁德县,寧德縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,孟刚,孟刚,,,County_1911_Bou,,FALSE,FALSE
8922,196422,Fu'an Xian,福安县,福安縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,孟刚,孟刚,,,County_1911_Bou,,FALSE,FALSE
8923,196423,Xiapu Xian,霞浦县,霞浦縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,孟刚,孟刚,,,County_1911_Bou,,FALSE,FALSE
8924,196424,Fuding Xian,福鼎县,福鼎縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,孟刚,孟刚,,,County_1911_Bou,,FALSE,FALSE
8925,196425,Shouning Xian,寿宁县,壽寧縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,孟刚,孟刚,,,County_1911_Bou,,FALSE,FALSE
8926,196426,Jian'an Xian,建安县,建安縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,孟刚,孟刚,,,County_1911_Bou,,FALSE,FALSE
8927,196427,Ouning Xian,瓯宁县,甌寧縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,孟刚,孟刚,,,County_1911_Bou,,FALSE,FALSE
8928,196428,Zhenghe Xian,政和县,政和縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,孟刚,孟刚,,,County_1911_Bou,,FALSE,FALSE
8929,196429,Songxi Xian,松溪县,松溪縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,孟刚,孟刚,,,County_1911_Bou,,FALSE,FALSE
8930,196430,Pucheng Xian,浦城县,浦城縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,孟刚,孟刚,,,County_1911_Bou,,FALSE,FALSE
8931,196431,Jianyang Xian,建阳县,建陽縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_AC,孟刚,孟刚,,,County_1911_Bou,,FALSE,FALSE
8932,196432,Chong'an Xian,崇安县,崇安縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,孟刚,孟刚,,,County_1911_Bou,,FALSE,FALSE
8933,196433,Youxi Xian,尤溪县,尤溪縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,孟刚,孟刚,,,County_1911_Bou,,FALSE,FALSE
8934,196434,Nanping Xian,南平县,南平縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,孟刚,孟刚,,,County_1911_Bou,,FALSE,FALSE
8935,196435,Sha Xian,沙县,沙縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,孟刚,孟刚,,,County_1911_Bou,,FALSE,FALSE
8937,196437,Shunchang Xian,顺昌县,順昌縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_AC,孟刚,孟刚,,,County_1911_Bou,,FALSE,FALSE
8938,196438,Jianle Xian,将乐县,將樂縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_AC,孟刚,孟刚,,,County_1911_Bou,,FALSE,FALSE
8939,196439,Guangze Xian,光泽县,光澤縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_AC,孟刚,孟刚,,,County_1911_Bou,,FALSE,FALSE
8940,196440,Shaowu Xian,邵武县,邵武縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_AC,孟刚,孟刚,,,County_1911_Bou,,FALSE,FALSE
8941,196441,Jianning Xian,建宁县,建寧縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_AC,孟刚,孟刚,,,County_1911_Bou,,FALSE,FALSE
8942,196442,Taining Xian,泰宁县,泰寧縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_AC,孟刚,孟刚,,,County_1911_Bou,,FALSE,FALSE
8944,196444,Shanghang Xian,上杭县,上杭縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,孟刚,孟刚,,,County_1911_Bou,,FALSE,FALSE
8945,196445,Liancheng Xian,连城县,連城縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,孟刚,孟刚,,,County_1911_Bou,,FALSE,FALSE
8946,196446,Changting Xian,长汀县,長汀縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,孟刚,孟刚,,,County_1911_Bou,,FALSE,FALSE
8947,196447,Wuping Xian,武平县,武平縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_AC,孟刚,孟刚,,,County_1911_Bou,,FALSE,FALSE
8948,196448,Qingliu Xian,清流县,清流縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,孟刚,孟刚,,,County_1911_Bou,,FALSE,FALSE
8949,196449,Ninghua Xian,宁化县,寧化縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,孟刚,孟刚,,,County_1911_Bou,,FALSE,FALSE
8950,196450,Guihua Xian,归化县,歸化縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,孟刚,孟刚,,,County_1911_Bou,,FALSE,FALSE
8951,196451,Zhao'an Xian,诏安县,詔安縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,孟刚,孟刚,,,County_1911_Bou,,FALSE,FALSE
8961,196461,Hai Zhou,海州,海州,0,0,,Benzhou,本州,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,满志敏,满志敏,,,County_1911_Bou,,FALSE,FALSE
8978,196478,Tong Zhou,通州,通州,0,0,,Benzhou,本州,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,满志敏,满志敏,,,County_1911_Bou,,FALSE,FALSE
8979,196480,Gaochun Xian,高淳县,高淳縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,王文楚,满志敏,,,County_1911_Bou,,FALSE,FALSE
8980,196481,Jiangpu Xian,江浦县,江浦縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,王文楚,满志敏,,,County_1911_Bou,,FALSE,FALSE
8981,196482,Jurong Xian,句容县,句容縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,王文楚,满志敏,,,County_1911_Bou,,FALSE,FALSE
8982,196483,Lishui Xian,溧水县,溧水縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,王文楚,满志敏,,,County_1911_Bou,,FALSE,FALSE
8983,196484,Jiangning Xian,江宁县,江寧縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,王文楚,满志敏,,,County_1911_Bou,,FALSE,FALSE
8984,196485,Shangyuan Xian,上元县,上元縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,王文楚,满志敏,,,County_1911_Bou,,FALSE,FALSE
8985,196486,Liuhe Xian,六合县,六合縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,王文楚,满志敏,,,County_1911_Bou,,FALSE,FALSE
8986,196487,Jintan Xian,金坛县,金壇縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,赵永复,满志敏,,,County_1911_Bou,,FALSE,FALSE
8987,196488,Liyang Xian,溧阳县,溧陽縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,赵永复,满志敏,,,County_1911_Bou,,FALSE,FALSE
8988,196489,Danyang Xian,丹阳县,丹陽縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,赵永复,满志敏,,,County_1911_Bou,,FALSE,FALSE
8989,196490,Dantu Xian,丹徒县,丹徒縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,赵永复,满志敏,,,County_1911_Bou,,FALSE,FALSE
8990,196491,Taiping Ting,太平厅,太平廳,0,0,,Ting,厅,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,满志敏,满志敏,,,County_1911_Bou,,FALSE,FALSE
8991,196492,Jiangyin Xian,江阴县,江陰縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,赵永复,满志敏,,,County_1911_Bou,,FALSE,FALSE
8992,196493,Jinkui Xian,金匮县,金匱縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,赵永复,满志敏,,,County_1911_Bou,,FALSE,FALSE
8993,196494,Wuxi Xian,无锡县,無錫縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,赵永复,满志敏,,,County_1911_Bou,,FALSE,FALSE
8994,196495,Yanghu Xian,阳湖县,陽湖縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,赵永复,满志敏,,,County_1911_Bou,,FALSE,FALSE
8995,196496,Wujin Xian,武进县,武進縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,赵永复,满志敏,,,County_1911_Bou,,FALSE,FALSE
8996,196497,Yixing Xian,宜兴县,宜興縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,赵永复,满志敏,,,County_1911_Bou,,FALSE,FALSE
8997,196498,Jingxi Xian,荆溪县,荊溪縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,赵永复,满志敏,,,County_1911_Bou,,FALSE,FALSE
8998,196499,Jingjiang Xian,靖江县,靖江縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,赵永复,满志敏,,,County_1911_Bou,,FALSE,FALSE
8999,196500,Zhaowen Xian,昭文县,昭文縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,张修桂,满志敏,,,County_1911_Bou,,FALSE,FALSE
9000,196501,Jianghu Ting,靖湖厅,靖湖廳,0,0,,Ting,厅,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,满志敏,满志敏,,,County_1911_Bou,,FALSE,FALSE
9001,196502,Zhenze Xian,震泽县,震澤縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,张修桂,满志敏,,,County_1911_Bou,,FALSE,FALSE
9002,196503,Wujiang Xian,吴江县,吳江縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,张修桂,满志敏,,,County_1911_Bou,,FALSE,FALSE
9003,196504,Wu Xian,吴县,吳縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,张修桂,满志敏,,,County_1911_Bou,,FALSE,FALSE
9004,196505,Kunshan Xian,昆山县,崑山縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,张修桂,满志敏,,,County_1911_Bou,,FALSE,FALSE
9005,196506,Xinyang Xian,新阳县,新陽縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,张修桂,满志敏,,,County_1911_Bou,,FALSE,FALSE
9006,196507,Yuanhe Xian,元和县,元和縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,张修桂,满志敏,,,County_1911_Bou,,FALSE,FALSE
9007,196508,Changzhou Xian,长洲县,長洲縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,张修桂,满志敏,,,County_1911_Bou,,FALSE,FALSE
9008,196509,Changshu Xian,常熟县,常熟縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,张修桂,满志敏,,,County_1911_Bou,,FALSE,FALSE
9009,196510,Taihu Ting,太湖厅,太湖廳,0,0,,Ting,厅,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,满志敏,满志敏,,,County_1911_Bou,,FALSE,FALSE
9010,196511,Nanhui Xian,南汇县,南匯縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,傅林祥,满志敏,,,County_1911_Bou,,FALSE,FALSE
9011,196512,Chuansha Ting,川沙厅,川沙廳,0,0,,Ting,厅,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,傅林祥,满志敏,,,County_1911_Bou,,FALSE,FALSE
9012,196513,Fengxian Xian,奉贤县,奉賢縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,傅林祥,满志敏,,,County_1911_Bou,,FALSE,FALSE
9013,196514,Huating Xian,华亭县,華亭縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,傅林祥,满志敏,,,County_1911_Bou,,FALSE,FALSE
9014,196515,Qingpu Xian,青浦县,青浦縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,傅林祥,满志敏,,,County_1911_Bou,,FALSE,FALSE
9015,196516,Jinshan Xian,金山县,金山縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,傅林祥,满志敏,,,County_1911_Bou,,FALSE,FALSE
9016,196517,Shanghai Xian,上海县,上海縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,傅林祥,满志敏,,,County_1911_Bou,,FALSE,FALSE
9017,196518,Lou Xian,娄县,婁縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,傅林祥,满志敏,,,County_1911_Bou,,FALSE,FALSE
9018,196519,Baoshan Xian,宝山县,寶山縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,王文楚,满志敏,,,County_1911_Bou,,FALSE,FALSE
9019,196520,Zhenyang Xian,镇洋县,鎮洋縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,王文楚,满志敏,,,County_1911_Bou,,FALSE,FALSE
9020,196521,Taicang Zhou,太仓州,太倉州,0,0,,Benzhou,本州,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,王文楚,满志敏,,,County_1911_Bou,,FALSE,FALSE
9021,196522,Jiading Xian,嘉定县,嘉定縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,王文楚,满志敏,,,County_1911_Bou,,FALSE,FALSE
9022,196523,Chongming Xian,崇明县,崇明縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,满志敏,满志敏,,,County_1911_Bou,,FALSE,FALSE
9023,196524,Changxing Xian,长兴县,長興縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,邹逸麟,满志敏,,,County_1911_Bou,,FALSE,FALSE
9024,196525,Anji Xian,安吉县,安吉縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,邹逸麟,满志敏,,,County_1911_Bou,,FALSE,FALSE
9025,196526,Xiaofeng Xian,孝丰县,孝豐縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,邹逸麟,满志敏,,,County_1911_Bou,,FALSE,FALSE
9026,196527,Wukang Xian,武康县,武康縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,邹逸麟,满志敏,,,County_1911_Bou,,FALSE,FALSE
9027,196528,Deqing Xian,德清县,德清縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,邹逸麟,满志敏,,,County_1911_Bou,,FALSE,FALSE
9028,196529,Gui'an Xian,归安县,歸安縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,邹逸麟,满志敏,,,County_1911_Bou,,FALSE,FALSE
9029,196530,Wucheng Xian,乌程县,烏程縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,邹逸麟,满志敏,,,County_1911_Bou,,FALSE,FALSE
9031,196532,Tongxiang Xian,桐乡县,桐鄉縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,钱林书,满志敏,,,County_1911_Bou,,FALSE,FALSE
9032,196533,Xiushui Xian,秀水县,秀水縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,钱林书,满志敏,,,County_1911_Bou,,FALSE,FALSE
9033,196534,Jiaxing Xian,嘉兴县,嘉興縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,钱林书,满志敏,,,County_1911_Bou,,FALSE,FALSE
9034,196535,Haiyan Xian,海盐县,海鹽縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,钱林书,满志敏,,,County_1911_Bou,,FALSE,FALSE
9035,196536,Pinghu Xian,平湖县,平湖縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,钱林书,满志敏,,,County_1911_Bou,,FALSE,FALSE
9036,196537,Jiashan Xian,嘉善县,嘉善縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,钱林书,满志敏,,,County_1911_Bou,,FALSE,FALSE
9038,196539,Yuqian Xian,於潜县,於潛縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,钱林书,满志敏,,,County_1911_Bou,,FALSE,FALSE
9039,196540,Xincheng Xian,新城县,新城縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,钱林书,满志敏,,,County_1911_Bou,,FALSE,FALSE
9040,196541,Lin'an Xian,临安县,臨安縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,钱林书,满志敏,,,County_1911_Bou,,FALSE,FALSE
9041,196542,Yuhang Xian,余杭县,余杭縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,钱林书,满志敏,,,County_1911_Bou,,FALSE,FALSE
9042,196543,Fuyang Xian,富阳县,富陽縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,钱林书,满志敏,,,County_1911_Bou,,FALSE,FALSE
9043,196544,Qiantang Xian,钱塘县,錢塘縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,钱林书,满志敏,,,County_1911_Bou,,FALSE,FALSE
9044,196545,Renhe Xian,仁和县,仁和縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,钱林书,满志敏,,,County_1911_Bou,,FALSE,FALSE
9045,196546,Haining Zhou,海宁州,海寧州,0,0,,Zhou,州,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,钱林书,满志敏,,,County_1911_Bou,,FALSE,FALSE
9046,196547,Sui'an Xian,遂安县,遂安縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,张修桂,满志敏,,,County_1911_Bou,,FALSE,FALSE
9047,196548,Chun'an Xian,淳安县,淳安縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,张修桂,满志敏,,,County_1911_Bou,,FALSE,FALSE
9048,196549,Shouchang Xian,寿昌县,壽昌縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,张修桂,满志敏,,,County_1911_Bou,,FALSE,FALSE
9049,196550,Jiande Xian,建德县,建德縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,张修桂,满志敏,,,County_1911_Bou,,FALSE,FALSE
9050,196551,Fenshui Xian,分水县,分水縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,张修桂,满志敏,,,County_1911_Bou,,FALSE,FALSE
9051,196552,Tonglu Xian,桐庐县,桐廬縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,张修桂,满志敏,,,County_1911_Bou,,FALSE,FALSE
9052,196553,Taishun Xian,泰顺县,泰順縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,孟刚,孟刚,,,County_1911_Bou,,FALSE,FALSE
9053,196554,Rui'an Xian,瑞安县,瑞安縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,孟刚,孟刚,,,County_1911_Bou,,FALSE,FALSE
9054,196555,Pingyang Xian,平阳县,平陽縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,孟刚,孟刚,,,County_1911_Bou,,FALSE,FALSE
9055,196556,Yongjia Xian,永嘉县,永嘉縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,孟刚,孟刚,,,County_1911_Bou,,FALSE,FALSE
9056,196557,Suichang Xian,遂昌县,遂昌縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,孟刚,孟刚,,,County_1911_Bou,,FALSE,FALSE
9057,196558,Xuanping Xian,宣平县,宣平縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,孟刚,孟刚,,,County_1911_Bou,,FALSE,FALSE
9058,196559,Longquan Xian,龙泉县,龍泉縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,孟刚,孟刚,,,County_1911_Bou,,FALSE,FALSE
9059,196560,Jingning Xian,景宁县,景寧縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,孟刚,孟刚,,,County_1911_Bou,,FALSE,FALSE
9060,196561,Qingyuan Xian,庆元县,慶元縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_AC,孟刚,孟刚,,,County_1911_Bou,,FALSE,FALSE
9061,196562,Songyang Xian,松阳县,松陽縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,孟刚,孟刚,,,County_1911_Bou,,FALSE,FALSE
9062,196563,Yunhe Xian,云和县,云和縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,孟刚,孟刚,,,County_1911_Bou,,FALSE,FALSE
9063,196564,Qingtian Xian,青田县,青田縣,0,0,,Xian,县,6,1911,9,,1911,9,,0,POLYGON,FROM_FD,孟刚,孟刚,,,County_1911_Bou,,FALSE,FALSE
