,tgaz_sys_id,tgaz_nm_py,tgaz_nm_simp,tgaz_nm_trad,tgaz_beg,tgaz_end,tgaz_data_source,tgaz_obj_type,tgaz_pres_loc,tgaz_prnt_id,tgaz_prnt_py,tgaz_prnt_simp,tgaz_prnt_sysid,tgaz_type_ch,tgaz_type_py,tgaz_x_coord,tgaz_y_coord,input_id,input_nm_py,input_nm_simp,input_nm_trad,input_type,input_year_beg,input_year_end,input_dynasty,input_other_id,input_prnt,input_obj_type,input_x_coord,input_y_coord,_merge,out_x_coord_match,out_y_coord_match,out_beg_match,out_end_match,out_content_match_strength
34783,hvd_70436,Qi Xian,漆县,漆縣,-221.0,13.0,CHGIS,POINT,今陕西彬县县城,30653,Neishi,内史,hvd_112110,县,xian,108.07799,35.03966,PL000000043163,,,漆縣,,24.0,220.0,东汉,CN0610427Z07AA,司隸校尉部,,108.1032,35.0436,both,False,False,False,False,0
34843,hvd_70321,Zheng Xian,郑县,鄭縣,583.0,583.0,CHGIS,POINT,今陕西华县柳枝镇,\N,\N,\N,\N,县,xian,109.85004,34.53556,PL000000043323,,,鄭縣,,24.0,220.0,东汉,CN0610521Z19AA,司隸校尉部,,109.7689,34.5192,both,False,False,False,False,0
34844,hvd_70322,Zheng Xian,郑县,鄭縣,584.0,1263.0,CHGIS,POINT,今陕西华县县城,29148,Fengyi Jun,冯翊郡,hvd_110232,县,xian,109.75989,34.51963,PL000000043323,,,鄭縣,,24.0,220.0,东汉,CN0610521Z19AA,司隸校尉部,,109.7689,34.5192,both,False,False,False,False,0
34845,hvd_70427,Zheng Xian,郑县,鄭縣,-221.0,556.0,CHGIS,POINT,今陕西华县柳枝镇,30653,Neishi,内史,hvd_112110,县,xian,109.85004,34.53556,PL000000043323,,,鄭縣,,24.0,220.0,东汉,CN0610521Z19AA,司隸校尉部,,109.7689,34.5192,both,False,False,False,False,0
34859,hvd_70344,Ya Xian,衙县,衙縣,23.0,110.0,CHGIS,POINT,今陕西白水县东北北彭衙、南彭衙,32980,Zuopingyi,左冯翊,hvd_116218,县,xian,109.65974,35.32087,PL000000043467,,,衙縣,,24.0,220.0,东汉,CN0610527Z03AA,司隸校尉部,,109.6846,35.3684,both,False,False,False,False,0
34860,hvd_70345,Ya Xian,衙县,衙縣,290.0,296.0,CHGIS,POINT,今陕西白水县东北北彭衙、南彭衙,32250,Fengyi Jun,冯翊郡,hvd_115215,县,xian,109.65974,35.32087,PL000000043467,,,衙縣,,24.0,220.0,东汉,CN0610527Z03AA,司隸校尉部,,109.6846,35.3684,both,False,False,False,False,0
34861,hvd_70432,Ya Xian,衙县,衙縣,-221.0,13.0,CHGIS,POINT,今陕西白水县东北北彭衙、南彭衙,30653,Neishi,内史,hvd_112110,县,xian,109.65974,35.32087,PL000000043467,,,衙縣,,24.0,220.0,东汉,CN0610527Z03AA,司隸校尉部,,109.6846,35.3684,both,False,False,False,False,0
35050,hvd_70610,Lian Xian,廉县,廉縣,-214.0,220.0,CHGIS,POINT,今宁夏银川市北,30770,Beidi Jun,北地郡,hvd_112274,县,xian,106.27314,38.49312,PL000000047103,,,廉縣,,24.0,220.0,东汉,CN0640106Z01AA,涼州刺史部,,106.2497,38.5118,both,False,False,False,True,1
35058,hvd_70628,Hu Xian,湖县,湖縣,-140.0,316.0,CHGIS,POINT,今河南灵宝西,32426,Jingzhaoyin,京兆尹,hvd_115474,县,xian,110.54166,34.55467,PL000000025161,,,湖縣,,24.0,220.0,东汉,CN0411282Z46AA,司隸校尉部,,110.6424,34.5647,both,False,False,False,False,0
35059,hvd_83069,Hu Xian,湖县,湖縣,-104.0,425.0,CHGIS,POINT,今河南灵宝西（旧）阌乡,19303,Hu Xian,湖县,hvd_70628,县,xian,110.73206,34.59143,PL000000025161,,,湖縣,,24.0,220.0,东汉,CN0411282Z46AA,司隸校尉部,,110.6424,34.5647,both,False,False,False,False,0
35066,hvd_70633,Duling,杜陵,杜陵,23.0,264.0,CHGIS,POINT,今西安市西南杜城,32426,Jingzhaoyin,京兆尹,hvd_115474,县,xian,108.92208,34.1845,PL000000042432,,,杜陵,,24.0,220.0,东汉,CN0610113Z02AA,司隸校尉部,,109.0382,34.2068,both,False,False,False,False,0
35089,hvd_70671,Chiyang,池阳,池陽,-191.0,533.0,CHGIS,POINT,今泾阳县西北二里,32980,Zuopingyi,左冯翊,hvd_116218,县,xian,108.83005,34.53773,PL000000043088,,,池陽,,24.0,220.0,东汉,CN0610423Z13AA,司隸校尉部,,108.8114,34.539,both,False,False,False,False,0
35090,hvd_70672,Changling,长陵,長陵,-202.0,13.0,CHGIS,POINT,今咸阳市东北四十里窑店镇,32980,Zuopingyi,左冯翊,hvd_116218,县,xian,108.85463,34.41219,PL000000043059,,,長陵,,24.0,220.0,东汉,CN0610404Z13AA,司隸校尉部,,108.8768,34.4568,both,False,False,False,False,0
35091,hvd_70674,Changling,长陵,長陵,23.0,220.0,CHGIS,POINT,今咸阳市东北四十里窑店镇,32426,Jingzhaoyin,京兆尹,hvd_115474,县,xian,108.85463,34.41219,PL000000043059,,,長陵,,24.0,220.0,东汉,CN0610404Z13AA,司隸校尉部,,108.8768,34.4568,both,False,False,False,True,1
35092,hvd_70673,Changping,长平,長平,14.0,22.0,CHGIS,POINT,今咸阳市东北四十里窑店镇,32980,Zuopingyi,左冯翊,hvd_116218,县,xian,108.85463,34.41219,PL000000025990,,,長平,,24.0,220.0,东汉,CN0411622Z05AA,豫州刺史部,,114.6093,33.8524,both,False,False,False,False,0
35135,hvd_70858,Wugong,武功,武功,-350.0,24.0,CHGIS,POINT,今陕西眉县东四十里渭水南岸故城,32549,Neishi,内史,hvd_115622,县,xian,107.96592,34.22775,PL000000042906,,,武功,,24.0,220.0,东汉,CN0610324Z20AA,司隸校尉部,,108.0342,34.2541,both,False,False,False,False,0
35136,hvd_70859,Wugong,武功,武功,65.0,0.0,CHGIS,POINT,今陕西眉县东四十里渭水南岸故城,32908,Youfufeng,右扶风,hvd_116125,县,xian,107.96592,34.22775,PL000000042906,,,武功,,24.0,220.0,东汉,CN0610324Z20AA,司隸校尉部,,108.0342,34.2541,both,False,False,False,False,0
35137,hvd_70860,Wugong,武功,武功,0.0,0.0,CHGIS,POINT,今陕西眉县东四十里渭水南岸故城,29501,Yong Zhou,雍州,hvd_110748,县,xian,107.96592,34.22775,PL000000042906,,,武功,,24.0,220.0,东汉,CN0610324Z20AA,司隸校尉部,,108.0342,34.2541,both,False,False,False,False,0
35159,hvd_70924,Chencang,陈仓,陳倉,613.0,756.0,CHGIS,POINT,今陕西宝鸡市,29150,Fufeng Jun,扶风郡,hvd_110235,县,xian,107.14038,34.38187,PL000000042787,,,陳倉,,24.0,220.0,东汉,CN0610303Z08AA,司隸校尉部,,107.2274,34.373,both,False,False,False,False,0
35239,hvd_71110,Ju Xian,沮县,沮縣,-111.0,488.0,CHGIS,POINT,今陕西略阳县东一百一十里、黑河西岸,31232,Wudu Jun,武都郡,hvd_112799,县,xian,106.44959,33.27274,PL000000044044,,,沮縣,,24.0,220.0,东汉,CN0610727Z27AA,涼州刺史部,,106.4683,33.3084,both,False,False,False,False,0
35258,hvd_71192,Xi Xian,锡县,錫縣,0.0,14.0,CHGIS,POINT,今陕西白河县东、汉水南,32182,Chu,楚,hvd_115121,县,xian,110.12718,32.8056,PL000000026645,,,錫縣,,24.0,220.0,东汉,CN0420321Z21AA,益州刺史部,,110.1587,32.7892,both,False,False,False,False,0
35259,hvd_71194,Xi Xian,锡县,錫縣,23.0,227.0,CHGIS,POINT,今陕西白河县东、汉水南,32315,Hanzhong Jun,汉中郡,hvd_115312,县,xian,110.12718,32.8056,PL000000026645,,,錫縣,,24.0,220.0,东汉,CN0420321Z21AA,益州刺史部,,110.1587,32.7892,both,False,False,False,False,0
35260,hvd_71196,Xi Xian,锡县,錫縣,237.0,283.0,CHGIS,POINT,今陕西白河县东、汉水南,12784,Weixing Jun,魏兴郡,hvd_34553,县,xian,110.12718,32.8056,PL000000026645,,,錫縣,,24.0,220.0,东汉,CN0420321Z21AA,益州刺史部,,110.1587,32.7892,both,False,False,False,False,0
35275,hvd_71245,Shang Xian,商县,商縣,-350.0,266.0,CHGIS,POINT,今陕西商县东南、商镇东,32044,Qin,秦,hvd_113649,县,xian,110.29559,33.69952,PL000000044537,,,商縣,,24.0,220.0,东汉,CN0611022Z11AA,司隸校尉部,,110.3376,33.6937,both,False,False,False,False,0
35276,hvd_71246,Shang Xian,商县,商縣,267.0,583.0,CHGIS,POINT,今陕西商县东南、商镇东,31669,Yong Zhou,雍州,hvd_113262,县,xian,110.29559,33.69952,PL000000044537,,,商縣,,24.0,220.0,东汉,CN0611022Z11AA,司隸校尉部,,110.3376,33.6937,both,False,False,False,False,0
35277,hvd_71258,Shang Xian,商县,商縣,1374.0,1476.0,CHGIS,POINT,今陕西商县,32662,Shang Zhou,商州,hvd_115777,县,xian,109.93246,33.86989,PL000000044537,,,商縣,,24.0,220.0,东汉,CN0611022Z11AA,司隸校尉部,,110.3376,33.6937,both,False,False,False,False,0
35729,hvd_80255,Li Cheng,利城,利城,738.0,937.0,CHGIS,POINT,云南梁河县西十四里勐宋,\N,\N,\N,\N,城,cheng,98.22681,24.81178,PL000000010448,,,利城,,24.0,220.0,东汉,CN0320721Z22AA,徐州刺史部,,118.8074,34.857,both,False,False,False,False,0
35984,hvd_82001,Chen Xian,陈县,陳縣,-479.0,13.0,CHGIS,POINT,今河南淮阳,32183,Chu Guo,楚国,hvd_115122,县,xian,114.88245,33.73398,PL000000026082,,,陳縣,,24.0,220.0,东汉,CN0411626Z20AA,豫州刺史部,,114.8916,33.7331,both,False,False,False,False,0
35985,hvd_82003,Chen Xian,陈县,陳縣,23.0,423.0,CHGIS,POINT,今河南淮阳,31050,Huaiyang Jun,淮阳郡,hvd_112580,县,xian,114.88245,33.73398,PL000000026082,,,陳縣,,24.0,220.0,东汉,CN0411626Z20AA,豫州刺史部,,114.8916,33.7331,both,False,False,False,False,0
35987,hvd_82004,Xiang Xian,项县,項縣,556.0,580.0,CHGIS,POINT,今河南淮阳,32164,Chen Jun,陈郡,hvd_115098,县,xian,114.88245,33.73398,PL000000026045,,,項縣,,24.0,220.0,东汉,CN0411624Z10AA,豫州刺史部,,115.0728,33.3966,both,False,False,False,False,0
35988,hvd_82047,Xiang Xian,项县,項縣,-202.0,555.0,CHGIS,POINT,今河南沈丘（槐店镇）,32648,Runan Jun,汝南郡,hvd_115751,县,xian,115.06371,33.39749,PL000000026045,,,項縣,,24.0,220.0,东汉,CN0411624Z10AA,豫州刺史部,,115.0728,33.3966,both,False,False,False,False,0
36034,hvd_82080,Meng Xian,蒙县,蒙縣,-225.0,13.0,CHGIS,POINT,今河南商丘（县）北老蒙墙寺,30918,Dang Jun,砀郡,hvd_112434,县,xian,115.64034,34.54089,PL000000025521,,,蒙縣,,24.0,220.0,东汉,CN0411402Z03AA,豫州刺史部,,115.6717,34.4777,both,False,False,False,False,0
36035,hvd_82082,Meng Xian,蒙县,蒙縣,23.0,555.0,CHGIS,POINT,今河南商丘县北老蒙墙寺,30926,Liang Jun,梁郡,hvd_112442,县,xian,115.64034,34.54089,PL000000025521,,,蒙縣,,24.0,220.0,东汉,CN0411402Z03AA,豫州刺史部,,115.6717,34.4777,both,False,False,False,False,0
36041,hvd_82089,Ku Xian,苦县,苦縣,-479.0,13.0,CHGIS,POINT,今河南鹿邑,32183,Chu Guo,楚国,hvd_115122,县,xian,115.48136,33.86077,PL000000026136,,,苦縣,,24.0,220.0,东汉,CN0411628Z17AA,豫州刺史部,,115.4905,33.8599,both,False,False,False,False,0
36042,hvd_82091,Ku Xian,苦县,苦縣,23.0,336.0,CHGIS,POINT,今河南鹿邑,31050,Huaiyang Jun,淮阳郡,hvd_112580,县,xian,115.48136,33.86077,PL000000026136,,,苦縣,,24.0,220.0,东汉,CN0411628Z17AA,豫州刺史部,,115.4905,33.8599,both,False,False,False,False,0
36048,hvd_82100,Dan Xian,郸县,鄲縣,586.0,617.0,CHGIS,POINT,今河南郸城县,31428,Chen Zhou,陈州,hvd_113009,县,xian,115.18975,33.6446,PL000000016530,,,鄲縣,,24.0,220.0,东汉,CN0341621Z02AA,豫州刺史部,,116.335,33.7513,both,False,False,False,False,0
36057,hvd_82124,Zan Xian,酇县,酇縣,-224.0,13.0,CHGIS,POINT,今河南永城西北酇城,30972,Sishui Jun,泗水郡,hvd_112489,县,xian,116.10895,33.95912,PL000000025719,,,酇縣,,24.0,220.0,东汉,CN0411481Z17AA,豫州刺史部,,116.1279,33.9684,both,False,False,False,False,0
36058,hvd_82124,Zan Xian,酇县,酇縣,-224.0,13.0,CHGIS,POINT,今河南永城西北酇城,30972,Sishui Jun,泗水郡,hvd_112489,县,xian,116.10895,33.95912,PL000000027292,,,酇縣,,24.0,220.0,东汉,CN0420682Z08AA,荊州刺史部,,111.5982,32.4896,both,False,False,False,False,0
36059,hvd_82126,Zan Xian,酇县,酇縣,23.0,36.0,CHGIS,POINT,今河南永城西北酇城,31036,Pei Jun,沛郡,hvd_112563,县,xian,116.10895,33.95912,PL000000025719,,,酇縣,,24.0,220.0,东汉,CN0411481Z17AA,豫州刺史部,,116.1279,33.9684,both,False,False,False,False,0
36060,hvd_82126,Zan Xian,酇县,酇縣,23.0,36.0,CHGIS,POINT,今河南永城西北酇城,31036,Pei Jun,沛郡,hvd_112563,县,xian,116.10895,33.95912,PL000000027292,,,酇縣,,24.0,220.0,东汉,CN0420682Z08AA,荊州刺史部,,111.5982,32.4896,both,False,False,False,False,0
36061,hvd_82128,Zan Xian,酇县,酇縣,39.0,430.0,CHGIS,POINT,今河南永城西北酇城,31036,Pei Jun,沛郡,hvd_112563,县,xian,116.10895,33.95912,PL000000025719,,,酇縣,,24.0,220.0,东汉,CN0411481Z17AA,豫州刺史部,,116.1279,33.9684,both,False,False,False,False,0
36062,hvd_82128,Zan Xian,酇县,酇縣,39.0,430.0,CHGIS,POINT,今河南永城西北酇城,31036,Pei Jun,沛郡,hvd_112563,县,xian,116.10895,33.95912,PL000000027292,,,酇縣,,24.0,220.0,东汉,CN0420682Z08AA,荊州刺史部,,111.5982,32.4896,both,False,False,False,False,0
36063,hvd_82129,Zan Xian,酇县,酇縣,596.0,1264.0,CHGIS,POINT,今河南永城西北酇城,12172,Bo Zhou,亳州,hvd_33444,县,xian,116.10895,33.95912,PL000000025719,,,酇縣,,24.0,220.0,东汉,CN0411481Z17AA,豫州刺史部,,116.1279,33.9684,both,False,False,False,False,0
36064,hvd_82129,Zan Xian,酇县,酇縣,596.0,1264.0,CHGIS,POINT,今河南永城西北酇城,12172,Bo Zhou,亳州,hvd_33444,县,xian,116.10895,33.95912,PL000000027292,,,酇縣,,24.0,220.0,东汉,CN0420682Z08AA,荊州刺史部,,111.5982,32.4896,both,False,False,False,False,0
36081,hvd_82148,Yu Xian,虞县,虞縣,-225.0,13.0,CHGIS,POINT,今河南虞城北利民镇西南,30918,Dang Jun,砀郡,hvd_112434,县,xian,115.88795,34.51082,PL000000025657,,,虞縣,,24.0,220.0,东汉,CN0411425Z05AA,豫州刺史部,,115.9073,34.5082,both,False,False,False,False,0
36082,hvd_82150,Yu Xian,虞县,虞縣,23.0,512.0,CHGIS,POINT,今河南虞城北利民镇西南,30926,Liang Jun,梁郡,hvd_112442,县,xian,115.88795,34.51082,PL000000025657,,,虞縣,,24.0,220.0,东汉,CN0411425Z05AA,豫州刺史部,,115.9073,34.5082,both,False,False,False,False,0
36095,hvd_82167,Zhe Xian,柘县,柘縣,-224.0,283.0,CHGIS,POINT,今河南柘城,31038,Chen Jun,陈郡,hvd_112568,县,xian,115.29646,34.07661,PL000000025644,,,柘縣,,24.0,220.0,东汉,CN0411424Z11AA,豫州刺史部,,115.3078,34.0983,both,False,False,False,False,0
36103,hvd_82188,Ye Xian,邺县,鄴縣,580.0,589.0,CHGIS,POINT,今河南安阳,32746,Wei Jun,魏郡,hvd_115908,县,xian,114.3455,36.09834,PL000000001470,,,鄴縣,,24.0,220.0,东汉,CN0130423Z11AA,冀州刺史部,,114.4041,36.2817,both,False,False,False,False,0
36104,hvd_82196,Ye Xian,邺县,鄴縣,-421.0,312.0,CHGIS,POINT,今河北临漳西南邺镇,30680,Handan Jun,邯郸郡,hvd_112148,县,xian,114.41195,36.27238,PL000000001470,,,鄴縣,,24.0,220.0,东汉,CN0130423Z11AA,冀州刺史部,,114.4041,36.2817,both,False,False,False,False,0
36105,hvd_82198,Ye Xian,邺县,鄴縣,335.0,579.0,CHGIS,POINT,今河北临漳西南邺镇,32748,Weiyin,魏尹,hvd_115910,县,xian,114.41195,36.27238,PL000000001470,,,鄴縣,,24.0,220.0,东汉,CN0130423Z11AA,冀州刺史部,,114.4041,36.2817,both,False,False,False,False,0
36106,hvd_82200,Ye Xian,邺县,鄴縣,590.0,605.0,CHGIS,POINT,今河南安阳北灵芝村一带,31370,Xiang Zhou,相州,hvd_112948,县,xian,114.39254,36.21645,PL000000001470,,,鄴縣,,24.0,220.0,东汉,CN0130423Z11AA,冀州刺史部,,114.4041,36.2817,both,False,False,False,False,0
36107,hvd_82201,Ye Xian,邺县,鄴縣,606.0,1071.0,CHGIS,POINT,今河北临漳西南邺镇,31370,Xiang Zhou,相州,hvd_112948,县,xian,114.41195,36.27238,PL000000001470,,,鄴縣,,24.0,220.0,东汉,CN0130423Z11AA,冀州刺史部,,114.4041,36.2817,both,False,False,False,False,0
36152,hvd_82273,Gong Xian,共县,共縣,-221.0,-200.0,CHGIS,POINT,今河南辉县市,32328,Henei Jun,河内郡,hvd_115329,县,xian,113.79414,35.45868,PL000000024505,,,共縣,,24.0,220.0,东汉,CN0410782Z14AA,司隸校尉部,,113.8034,35.458,both,False,False,False,False,0
36153,hvd_82275,Gong Xian,共县,共縣,-160.0,555.0,CHGIS,POINT,今河南辉县市,32328,Henei Jun,河内郡,hvd_115329,县,xian,113.79414,35.45868,PL000000024505,,,共縣,,24.0,220.0,东汉,CN0410782Z14AA,司隸校尉部,,113.8034,35.458,both,False,False,False,False,0
36241,hvd_82489,Zhou Xian,州县,州縣,-206.0,597.0,CHGIS,POINT,今河南温县东北武德镇,32328,Henei Jun,河内郡,hvd_115329,县,xian,113.14046,35.03095,PL000000024573,,,州縣,,24.0,220.0,东汉,CN0410825Z01AA,司隸校尉部,,113.1693,35.0296,both,False,False,False,False,0
36243,hvd_82493,Bo Xian,波县,波縣,-206.0,265.0,CHGIS,POINT,今河南济源市轵城东二十五里,32328,Henei Jun,河内郡,hvd_115329,县,xian,112.71825,35.042,PL000000024631,,,波縣,,24.0,220.0,东汉,CN0410881Z26AA,司隸校尉部,,112.7264,35.0536,both,False,False,False,False,0
36244,hvd_82494,Zhi Xian,轵县,軹縣,-290.0,606.0,CHGIS,POINT,今河南济源市南6公里轵城镇,32328,Henei Jun,河内郡,hvd_115329,县,xian,112.58481,35.04504,PL000000024634,,,軹縣,,24.0,220.0,东汉,CN0410881Z29AA,司隸校尉部,,112.5984,35.0384,both,False,False,False,False,0
36245,hvd_82495,Zhi Xian,轵县,軹縣,621.0,627.0,CHGIS,POINT,今河南济源市南6公里轵城镇,29500,Huai Zhou,怀州,hvd_110747,县,xian,112.58481,35.04504,PL000000024634,,,軹縣,,24.0,220.0,东汉,CN0410881Z29AA,司隸校尉部,,112.5984,35.0384,both,False,False,False,False,0
36250,hvd_82504,Huai Xian,怀县,懷縣,-258.0,13.0,CHGIS,POINT,今河南武陟西、阳城乡西北土城村,32328,Henei Jun,河内郡,hvd_115329,县,xian,113.32951,35.09044,PL000000024558,,,懷縣,,24.0,220.0,东汉,CN0410823Z16AA,司隸校尉部,,113.3349,35.0553,both,False,False,False,False,0
36251,hvd_82506,Huai Xian,怀县,懷縣,23.0,595.0,CHGIS,POINT,今河南武陟西、阳城乡西北土城村,32328,Henei Jun,河内郡,hvd_115329,县,xian,113.32951,35.09044,PL000000024558,,,懷縣,,24.0,220.0,东汉,CN0410823Z16AA,司隸校尉部,,113.3349,35.0553,both,False,False,False,False,0
36252,hvd_82507,Huai Xian,怀县,懷縣,621.0,626.0,CHGIS,POINT,今河南武陟西、阳城乡西北土城村,29500,Huai Zhou,怀州,hvd_110747,县,xian,113.32951,35.09044,PL000000024558,,,懷縣,,24.0,220.0,东汉,CN0410823Z16AA,司隸校尉部,,113.3349,35.0553,both,False,False,False,False,0
36256,hvd_82523,Juan Xian,卷县,卷縣,-221.0,446.0,CHGIS,POINT,今河南原阳西圈城,30674,Sanchuan Jun,三川郡,hvd_112139,县,xian,113.78767,35.03897,PL000000024338,,,卷縣,,24.0,220.0,东汉,CN0410725Z18AA,司隸校尉部,,113.7516,35.0475,both,False,False,False,False,0
36257,hvd_82524,Juan Xian,卷县,卷縣,487.0,555.0,CHGIS,POINT,今河南原阳西圈城,32886,Xingyang Jun,荥阳郡,hvd_116098,县,xian,113.78767,35.03897,PL000000024338,,,卷縣,,24.0,220.0,东汉,CN0410725Z18AA,司隸校尉部,,113.7516,35.0475,both,False,False,False,False,0
36288,hvd_82579,Liao Xian,蓼县,蓼縣,-206.0,-202.0,CHGIS,POINT,今河南固始东北史河西、灌河东汇流处,32341,Hengshan Guo,衡山国,hvd_115351,县,xian,115.75157,32.37073,PL000000025863,,,蓼縣,,24.0,220.0,东汉,CN0411525Z10AA,揚州刺史部,,115.7465,32.3245,both,False,False,False,False,0
36289,hvd_82581,Liao Xian,蓼县,蓼縣,-120.0,419.0,CHGIS,POINT,今河南固始东北史河西、灌河东汇流处,31098,Liu'an Guo,六安国,hvd_112633,县,xian,115.75157,32.37073,PL000000025863,,,蓼縣,,24.0,220.0,东汉,CN0411525Z10AA,揚州刺史部,,115.7465,32.3245,both,False,False,False,False,0
36290,hvd_82582,Liao Xian,蓼县,蓼縣,529.0,555.0,CHGIS,POINT,今河南固始东北史河西、灌河东汇流处,32811,Xincai Jun,新蔡郡,hvd_115999,县,xian,115.75157,32.37073,PL000000025863,,,蓼縣,,24.0,220.0,东汉,CN0411525Z10AA,揚州刺史部,,115.7465,32.3245,both,False,False,False,False,0
36315,hvd_82610,Wan Xian,宛县,宛縣,-272.0,13.0,CHGIS,POINT,今河南南阳市,31140,Nanyang Jun,南阳郡,hvd_112680,县,xian,112.53547,33.00168,PL000000025218,,,宛縣,,24.0,220.0,东汉,CN0411302Z18AA,荊州刺史部,,112.5444,33.001,both,False,False,False,False,0
36316,hvd_82612,Wan Xian,宛县,宛縣,23.0,576.0,CHGIS,POINT,今河南南阳市,32572,Nanyang Jun,南阳郡,hvd_115648,县,xian,112.53547,33.00168,PL000000025218,,,宛縣,,24.0,220.0,东汉,CN0411302Z18AA,荊州刺史部,,112.5444,33.001,both,False,False,False,False,0
36336,hvd_82635,Zhi Xian,雉县,雉縣,-272.0,422.0,CHGIS,POINT,今河南南召东南鸭河口北约6公里,31140,Nanyang Jun,南阳郡,hvd_112680,县,xian,112.65376,33.34375,PL000000025268,,,雉縣,,24.0,220.0,东汉,CN0411321Z06AA,荊州刺史部,,112.6264,33.3369,both,False,False,False,False,0
36428,hvd_82759,Xi Xian,析县,析縣,-298.0,13.0,CHGIS,POINT,今河南西峡,32653,Sanchuan Jun,三川郡,hvd_115757,县,xian,111.47452,33.30071,PL000000025318,,,析縣,,24.0,220.0,东汉,CN0411323Z14AA,荊州刺史部,,111.4835,33.3001,both,False,False,False,False,0
36429,hvd_82761,Xi Xian,析县,析縣,23.0,78.0,CHGIS,POINT,今河南西峡,32572,Nanyang Jun,南阳郡,hvd_115648,县,xian,111.47452,33.30071,PL000000025318,,,析縣,,24.0,220.0,东汉,CN0411323Z14AA,荊州刺史部,,111.4835,33.3001,both,False,False,False,False,0
36430,hvd_82763,Xi Xian,析县,析縣,220.0,452.0,CHGIS,POINT,今河南西峡,32690,Shunyang Jun,顺阳郡,hvd_115813,县,xian,111.47452,33.30071,PL000000025318,,,析縣,,24.0,220.0,东汉,CN0411323Z14AA,荊州刺史部,,111.4835,33.3001,both,False,False,False,False,0
36503,hvd_82883,Ping Xian,平县,平縣,-205.0,13.0,CHGIS,POINT,今河南巩义市西北裴峪,30676,Henan Jun,河南郡,hvd_112141,县,xian,112.94897,34.81825,PL000000023879,,,平縣,,24.0,220.0,东汉,CN0410381Z01AA,司隸校尉部,,112.6825,34.8009,both,False,False,False,False,0
36504,hvd_82885,Ping Xian,平县,平縣,23.0,29.0,CHGIS,POINT,今河南巩义市西北裴峪,32331,Henan Jun,河南郡,hvd_115334,县,xian,112.94897,34.81825,PL000000023879,,,平縣,,24.0,220.0,东汉,CN0410381Z01AA,司隸校尉部,,112.6825,34.8009,both,False,False,False,False,0
36555,hvd_82975,Chou Xian,犨县,犨縣,-272.0,432.0,CHGIS,POINT,今河南鲁山东南前城村,31140,Nanyang Jun,南阳郡,hvd_112680,县,xian,113.14788,33.65464,PL000000023983,,,犨縣,,24.0,220.0,东汉,CN0410423Z17AA,荊州刺史部,,113.154,33.6563,both,False,False,False,False,0
36590,hvd_83036,Yan Xian,郾县,郾縣,-207.0,416.0,CHGIS,POINT,今河南郾城西南古城,31064,Yingchuan Jun,颍川郡,hvd_112596,县,xian,113.97672,33.57136,PL000000024967,,,郾縣,,24.0,220.0,东汉,CN0411103Z15AA,豫州刺史部,,113.9842,33.5713,both,False,False,False,False,0
36594,hvd_83044,Shan Xian,陕县,陝縣,-249.0,204.0,CHGIS,POINT,今河南三门峡市崖底乡西北陕县老城,30674,Sanchuan Jun,三川郡,hvd_112139,县,xian,111.15139,34.7918,PL000000025032,,,陝縣,,24.0,220.0,东汉,CN0411202Z06AA,司隸校尉部,,111.143,34.7871,both,False,False,False,False,0
36595,hvd_83046,Shan Xian,陕县,陝縣,23.0,533.0,CHGIS,POINT,今河南三门峡市崖底乡西北陕县老城,32342,Hongnong Jun,弘农郡,hvd_115352,县,xian,111.15139,34.7918,PL000000025032,,,陝縣,,24.0,220.0,东汉,CN0411202Z06AA,司隸校尉部,,111.143,34.7871,both,False,False,False,False,0
36596,hvd_83048,Shan Xian,陕县,陝縣,558.0,1367.0,CHGIS,POINT,今河南三门峡市崖底乡西北陕县老城,32807,Xiao Jun,崤郡,hvd_115994,县,xian,111.15139,34.7918,PL000000025032,,,陝縣,,24.0,220.0,东汉,CN0411202Z06AA,司隸校尉部,,111.143,34.7871,both,False,False,False,False,0
36659,hvd_83164,Meng Xian,鄳县,鄳縣,-206.0,583.0,CHGIS,POINT,今河南罗山县西南九里,12760,Jiangxia Jun,江夏郡,hvd_34529,县,xian,114.48816,32.17984,PL000000025793,,,鄳縣,,24.0,220.0,东汉,CN0411521Z01AA,荊州刺史部,,114.4243,32.2438,both,False,False,False,False,0
36715,hvd_85054,Bao Xian,薄县,薄縣,-202.0,219.0,CHGIS,POINT,今山东曹县南二十五里,\N,\N,\N,\N,县,xian,115.5415,34.72515,PL000000022813,,,薄縣,,24.0,220.0,东汉,CN0371721Z25AA,豫州刺史部,,115.5883,34.7094,both,False,False,False,False,0
36737,hvd_85083,Wei Guo,卫国,衛國,37.0,265.0,CHGIS,POINT,今河南省清丰县南五里,\N,\N,\N,\N,国,guo,115.11117,35.88519,PL000000024752,,,衛國,,24.0,220.0,东汉,CN0410922Z22AA,兗州刺史部,,115.1488,35.876,both,False,False,False,False,0
36801,hvd_85199,Ling Xian,灵县,靈縣,-198.0,13.0,CHGIS,POINT,今山东高唐县南南镇,\N,\N,\N,\N,县,xian,116.23503,36.71814,PL000000022520,,,靈縣,,24.0,220.0,东汉,CN0371526Z25AA,冀州刺史部,,116.2485,36.7254,both,False,False,False,False,0
